Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
0,214.103,2.07455e+06,0.710136,0,2,False,
2,203.787,2.17957e+06,0.479114,0,2,False,
6,108.356,4.09916e+06,1.22024,0,5,True,
8,73.5063,6.04258e+06,2.89003,0,25,True,
9,49.3644,8.99774e+06,0.707142,0,6,True,
10,192.93,2.30222e+06,2.33922,0,32,True,
11,43.4088,1.02322e+07,0.947401,0,7,True,
12,122.109,3.63746e+06,1.33988,0,5,True,
13,85.7577,5.17934e+06,2.82211,0,2,False,
14,224.658,1.97709e+06,0.392616,0,3,False,
18,68.0766,6.52453e+06,1.98256,0,24,True,
20,85.6062,5.1885e+06,0.222945,0,3,False,
21,53.0215,8.37713e+06,1.35707,0,14,True,
23,52.2719,8.49725e+06,2.61192,0,13,True,
24,60.0603,7.39537e+06,1.73868,0,22,True,
25,50.6672,8.76637e+06,0.5179,0,8,True,
26,1112.13,399385,1.68139,4,3,False,
30,245.665,1.80802e+06,1.15229,0,2,False,
32,122.478,3.6265e+06,2.28242,0,3,False,
33,114.989,3.8627e+06,2.35822,0,60,True,
34,122.858,3.61528e+06,1.92703,0,2,False,
35,135.442,3.2794e+06,2.10869,0,2,False,
37,64.1954,6.919e+06,1.82336,0,13,True,
38,75.2947,5.89906e+06,2.68769,0,11,True,
39,71.2367,6.2351e+06,2.59962,0,44,True,
40,87.8032,5.05868e+06,2.32779,0,10,True,
41,110.187,4.03102e+06,2.27931,0,8,True,
42,71.7411,6.19126e+06,1.79268,0,3,False,
43,23.1206,1.92109e+07,2.08251,0,3,False,
45,30.5615,1.45336e+07,2.89297,0,3,False,
46,63.6438,6.97896e+06,2.2599,0,34,True,
48,67.3821,6.59177e+06,2.54991,0,27,True,
49,133.377,3.33016e+06,1.28286,0,5,True,
50,59.0056,7.52755e+06,2.25282,0,2,False,
51,67.8153,6.54967e+06,2.03914,0,3,False,
52,329.873,1.34648e+06,2.36069,0,5,False,
53,90.2131,4.92354e+06,2.42287,0,18,True,
54,650.032,683302,4.03758,25,3,False,
56,57.9856,7.65997e+06,3.42793,0,27,True,
57,111.406,3.98694e+06,3.11615,0,2,False,
58,46.6378,9.52376e+06,2.491,0,8,True,
59,31.0106,1.43231e+07,2.66243,56,2,False,
60,84.7271,5.24234e+06,2.45419,0,93,True,
61,53.7106,8.26965e+06,2.88349,0,12,True,
64,53.9568,8.23191e+06,3.67652,0,2,False,
65,64.7601,6.85867e+06,3.21708,0,44,True,
66,89.7983,4.94628e+06,4.22888,0,36,True,
69,73.4551,6.04679e+06,3.81213,0,45,True,
70,28.1204,1.57952e+07,3.68281,0,3,False,
71,169.365,2.62255e+06,4.06811,22,2,False,
72,88.095,5.04192e+06,3.70511,0,63,True,
73,3751.95,118383,3.72885,0,3,False,
75,529.897,838216,2.82536,42,3,False,
76,76.1,5.83663e+06,4.0787,0,45,True,
77,78.7217,5.64225e+06,3.91855,0,74,True,
78,425.91,1.04287e+06,4.54529,0,2,False,
79,93.1464,4.76849e+06,3.8949,0,41,True,
80,52.0857,8.52763e+06,3.8533,0,24,True,
81,97.3197,4.564e+06,4.49847,0,100,True,
82,115.263,3.85351e+06,4.52977,0,23,True,
83,46.864,9.4778e+06,4.21923,0,5,True,
84,61.0573,7.2746e+06,4.78234,98,2,False,
85,88.9014,4.99618e+06,4.59994,1,2,False,
86,92.0573,4.8249e+06,5.11036,0,69,True,
87,83.099,5.34504e+06,4.85137,0,100,True,
88,73.1014,6.07605e+06,5.50211,0,24,True,
89,80.3222,5.52983e+06,5.29536,0,100,True,
90,96.0423,4.62471e+06,5.44324,0,26,True,
92,914.81,485530,4.97003,26,2,False,
93,121.411,3.65838e+06,5.55907,0,100,True,
