NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_L_4_1_real 2024-09-25 16-13-15.nano,
Operator Name,,
Time Captured,16:13:15  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_L_4_1_real 2024-09-25 16-13-30,1000x_L_4_1_real 2024-09-25 16-14-55,1000x_L_4_1_real 2024-09-25 16-16-18,1000x_L_4_1_real 2024-09-25 16-17-39,1000x_L_4_1_real 2024-09-25 16-18-59,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.636,21.605,21.602,21.596,21.621,
Viscosity/cP,0.961240,0.961952,0.962021,0.962159,0.961584,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,10,10,10,10,10,
Slider Shutter,696,696,696,696,696,
Slider Gain,73,73,73,73,73,
Shutter/ms,17.400000,17.400000,17.400000,17.400000,17.400000,
Camera Histogram Upper Limit,16380,16380,16380,16380,16380,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,3,3,3,3,3,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,8.3907,8.3175,8.2227,8.8566,8.3226,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
77.5,173841,24248308,1144071,67694731,324589,18717108,13077368,
78.5,648773,32110046,2331907,93769175,618015,25895583,17995899,
79.5,2089311,42333756,4441004,123089623,1166691,34624077,23424899,
80.5,5826731,55629325,7931478,154684322,2180133,45250398,29056394,
81.5,14158073,72915218,13337495,187926363,4024669,58472364,34592194,
82.5,30230577,95367709,21209358,222778872,7323941,75382091,39831201,
83.5,57333919,124474235,32042429,259918876,13107179,97375328,44792621,
84.5,97803238,162087064,46215031,300778821,23013443,125979519,49808051,
85.5,152163865,210471234,63957625,347570068,39549350,162742428,55446449,
86.5,219115308,272338185,85366436,403348804,66377558,209309258,62254094,
87.5,296420994,350854225,110460740,472167018,108584079,267697411,70564985,
88.5,382222431,449611668,139270901,559331565,172840441,340655401,80664778,
89.5,476175722,572550888,171938789,671776249,267354748,431959279,93257327,
90.5,580092891,723824516,208814401,818531154,401510513,546554695,109915175,
91.5,698131159,907600914,250539601,1011241138,585137018,690529966,133178907,
92.5,836757214,1127812740,298117894,1264631792,827439695,870951867,166156964,
93.5,1004693896,1387866715,352975098,1596740029,1135724019,1095599951,211887560,
94.5,1212932345,1690340815,417018093,2028623001,1514135882,1372610027,272945814,
95.5,1474755829,2036702533,492697919,2583160883,1962677548,1709998942,351436665,
96.5,1805611645,2427084433,583079971,3282536463,2476720253,2115006553,449103538,
97.5,2222593098,2860149362,691919009,4144099375,3047129631,2593178095,567222259,
98.5,2743264797,3333067498,823730484,5174698613,3660982864,3147148851,706078764,
99.5,3383609684,3841612289,983842843,6364220457,4302731854,3775203425,864023875,
100.5,4155033811,4380365309,1178408347,7679870818,4955591364,4469853930,1036361019,
101.5,5060654306,4943004391,1414343405,9063357168,5602919592,5216855772,1214559839,
102.5,6091479082,5522638397,1699165193,10433097359,6229401826,5995156371,1386331177,
103.5,7223443291,6112147493,2040691615,11692572616,6821921989,6778155401,1536860811,
104.5,8416415293,6704490310,2446579413,12744043384,7370085178,7536322716,1651060030,
105.5,9616059666,7292947863,2923692625,13504725307,7866417031,8240768498,1716252690,
106.5,10758809737,7871286324,3477321672,13921181977,8306303640,8866980670,1724502220,
107.5,11779317712,8433834263,4110309791,13977913310,8687749444,9397824904,1673917844,
108.5,12618938986,8975482346,4822182518,13697936445,9011026220,9825113303,1568727956,
109.5,13233406694,9491623129,5608408057,13135771106,9278272141,10149496225,1418478967,
110.5,13598041397,9978054491,6459930371,12365480243,9493082764,10378917853,1237195309,
111.5,13709542559,10430872423,7363103464,11467406008,9660120404,10526208972,1043645043,
112.5,13584337713,10846377585,8300110695,10516824065,9784756704,10606481353,863938486,
113.5,13254278483,11221016046,9249881758,9576408139,9872755577,10634868001,735670454,
114.5,12760926896,11551368594,10189435761,8692888540,9929999334,10624923825,700932924,
115.5,12149708521,11834195781,11095500671,7897173222,9962258525,10587767344,770765698,
116.5,11464918648,12066538063,11946206680,7206693214,9975004832,10531872287,910852171,
117.5,10746128653,12245862746,12722636945,6628748005,9973265562,10463328382,1079491736,
118.5,10026115945,12370242685,13410046701,6163933764,9961517510,10386371321,1249352272,
119.5,9330134063,12438546489,13998622875,5809120141,9943617237,10304008161,1405147011,
120.5,8676179872,12450617066,14483735284,5559763317,9922764094,10218611926,1538580793,
121.5,8075881226,12407415275,14865708605,5411552956,9901491823,10132409977,1645431398,
122.5,7535676834,12311108315,15149206083,5361494469,9881684365,10047834013,1724046480,
123.5,7058045552,12165088183,15342352078,5408554976,9864611540,9967730466,1774512882,
124.5,6642632044,11973913298,15455729534,5553983327,9850980572,9895447755,1798163692,
125.5,6287191013,11743175181,15501374711,5801375607,9840999854,9834823273,1797304163,
126.5,5988326205,11479300540,15491863307,6156512851,9834451802,9790090941,1775132529,
127.5,5742033962,11189306075,15439547928,6626956272,9830772043,9765723256,1735872108,
128.5,5544078348,10880527711,15355974194,7221352946,9829132413,9766213122,1685138274,
129.5,5390231107,10560347322,15251476197,7948387950,9828525425,9795793600,1630521004,
130.5,5276409174,10235938392,15134933630,8815324637,9827847814,9858090729,1582212399,
131.5,5198738684,9914047951,15013662673,9826111920,9825980771,9955708400,1553174530,
132.5,5153569404,9600826476,14893409245,10979112875,9821864425,10089756485,1557928051,
133.5,5137458562,9301711186,14778414591,12264623309,9814564205,10259354371,1609219442,
134.5,5147138694,9021362307,14671527423,13662489955,9803326904,10461169056,1713480253,
135.5,5179480460,8763647057,14574342379,15140276185,9787624660,10689074148,1867940203,
136.5,5231458455,8531662778,14487350217,16652512152,9767185595,10934033839,2061302247,
137.5,5300125516,8327788827,14410090185,18141551189,9742010537,11184313251,2276756803,
138.5,5382598963,8153756487,14341299084,19540391407,9712376003,11426084388,2495086146,
139.5,5476060263,8010726869,14279054469,20777501603,9678824344,11644433510,2696946720,
140.5,5577767941,7899368254,14220911396,21783259473,9642142645,11824689942,2864530345,
141.5,5685082040,7819926190,14164033119,22497169515,9603332441,11953908661,2982936526,
142.5,5795497238,7772281640,14105316477,22874712516,9563572694,12022276113,3041339209,
143.5,5906680846,7755994428,14041512555,22892608341,9524178535,12024194941,3033838959,
144.5,6016511526,7770330907,13969342660,22551504474,9486558214,11958849556,2959845561,
145.5,6123114594,7814276337,13885609019,21875593119,9452170445,11830152703,2823899081,
146.5,6224890258,7886533696,13787298960,20909279178,9422483930,11646097204,2634952976,
147.5,6320532041,7985511745,13671680735,19711595253,9398940384,11417652032,2405260437,
148.5,6409033663,8109306025,13536388815,18349433735,9382921930,11157416834,2149087820,
149.5,6489683883,8255677142,13379496315,16890759374,9375723230,10878267989,1881508567,
150.5,6562049864,8422031159,13199572386,15398792009,9378528364,10592194756,1617505166,
151.5,6625950583,8605407084,12995722705,13927797278,9392392126,10309453955,1371521480,
152.5,6681422412,8802476280,12767611844,12520714974,9418225223,10038090147,1157408898,
153.5,6728679403,9009558126,12515466972,11208499131,9456782701,9783797266,988228838,
154.5,6768070833,9222655259,12240063156,10010807462,9508654930,9550050328,874550661,
155.5,6800038438,9437510376,11942691361,8937577044,9574260509,9338415546,820113559,
156.5,6825075404,9649684873,11625110963,7991036373,9653840533,9148949629,817868574,
157.5,6843688767,9854657609,11289489253,7167789523,9747453845,8980615799,852516350,
158.5,6856366402,10047940145,10938330869,6460723466,9854973026,8831666782,907956330,
159.5,6863549353,10225202905,10574400412,5860601609,9976081059,8699967068,972181513,
160.5,6865609866,10382405316,10200641578,5357296423,10110268774,8583244391,1037828642,
161.5,6862835189,10515922071,9820096103,4940675005,10256833312,8479272336,1100909026,
162.5,6855417000,10622657520,9435825533,4601185551,10414877964,8385992713,1159496034,
163.5,6843446144,10700140775,9050838522,4330205968,10583313807,8301589043,1212822273,
164.5,6826912329,10746595470,8668025817,4120215425,10760863614,8224522531,1260738360,
165.5,6805708341,10760979948,8290104617,3964841599,10946068465,8153540594,1303408084,
166.5,6779638363,10742995960,7919573379,3858825298,11137297462,8087666092,1341143437,
167.5,6748429951,10693066258,7558677619,3797932854,11332760828,8026173502,1374318680,
168.5,6711749219,10612283713,7209386701,3778836783,11530526546,7968556592,1403327809,
169.5,6669218760,10502336395,6873381174,3798977271,11728540532,7914490826,1428565425,
170.5,6620437770,10365414391,6552049785,3856411228,11924650180,7863792671,1450420314,
171.5,6565003789,10204104817,6246495050,3949651845,12116630912,7816377283,1469276276,
172.5,6502535389,10021281597,5957546018,4077499475,12302215259,7772215547,1485517343,
173.5,6432695060,9819996148,5685776762,4238864167,12479123823,7731291192,1499535441,
174.5,6355211466,9603374243,5431529130,4432580972,12645097400,7693558642,1511738366,
175.5,6269900197,9374523202,5194938284,4657221051,12797929484,7658902444,1522555275,
176.5,6176682118,9136452308,4975959736,4910904443,12935498357,7627099392,1532436174,
177.5,6075598462,8892008084,4774396662,5191123541,13055798006,7597784951,1541841631,
178.5,5966821899,8643824950,4589926534,5494589575,13156967175,7570426026,1551219644,
179.5,5850662945,8394290797,4422126243,5817116901,13237315955,7544302568,1560968480,
180.5,5727571307,8145526325,4270495119,6153561046,13295349442,7518500648,1571387462,
181.5,5598131975,7899376444,4134475425,6497825524,13329788089,7491919491,1582621489,
182.5,5463056187,7657411806,4013470065,6842949027,13339584531,7463294323,1594608675,
183.5,5323167621,7420938397,3906857398,7181278550,13323936745,7431235742,1607042371,
184.5,5179384503,7191013202,3814003171,7504725739,13282297506,7394284824,1619358053,
185.5,5032698469,6968464075,3734269673,7805094184,13214380158,7350981312,1630751704,
186.5,4884151262,6753912215,3667022287,8074455887,13120160777,7299940486,1640230432,
187.5,4734810366,6547795873,3611633672,8305547210,12999876821,7239932788,1646689644,
188.5,4585744748,6350394188,3567485848,8492149897,12854022368,7169959410,1649006181,
189.5,4438001783,6161850332,3533970476,8629422180,12683340055,7089316965,1646134466,
190.5,4292586309,5982193330,3510487635,8714149015,12488809831,6997645224,1637193152,
191.5,4150442562,5811358174,3496443431,8744888671,12271634635,6894953495,1621532454,
192.5,4012439544,5649203971,3491246741,8722004013,12033223141,6781623482,1598776224,
193.5,3879360094,5495530039,3494305417,8647579157,11775169730,6658388887,1568836991,
194.5,3751893753,5350089925,3505022287,8525233932,11499231910,6526294362,1531905804,
195.5,3630633258,5212603440,3522791231,8359857982,11207305463,6386638275,1488421471,
196.5,3516074365,5082766824,3546993655,8157292322,10901397649,6240904963,1439025303,
197.5,3408618547,4960261192,3576995627,7923988244,10583598915,6090692505,1384508016,
198.5,3308578051,4844759454,3612145926,7666671842,10256053601,5937641775,1325754963,
199.5,3216182742,4735931871,3651775220,7392037875,9920930199,5783371581,1263694783,
200.5,3131588179,4633450443,3695196523,7106490288,9580391806,5629423448,1199255070,
201.5,3054884380,4536992285,3741707061,6815939630,9236567390,5477218149,1133327098,
202.5,2986104807,4446242171,3790591564,6525660817,8891524533,5328024778,1066740202,
203.5,2925235167,4360894376,3841126969,6240208998,8547244254,5182941953,1000245299,
204.5,2872221679,4280653954,3892588423,5963387067,8205598479,5042889921,934506240,
205.5,2826978576,4205237573,3944256407,5698255760,7868330614,4908611786,870097309,
206.5,2789394635,4134373998,3995424741,5447176167,7537039598,4780681828,807505110,
207.5,2759338631,4067804323,4045409167,5211874565,7213167663,4659518870,747133212,
208.5,2736663653,4005282008,4093556161,4993520441,6897991919,4545402836,689308282,
209.5,2721210253,3946572795,4139251628,4792810016,6592619728,4438492884,634286742,
210.5,2712808472,3891454551,4181929095,4610049290,6297987718,4338845825,582261435,
211.5,2711278780,3839717061,4221077074,4445232250,6014864182,4246433870,533368036,
212.5,2716432018,3791161828,4256245286,4298111438,5743854494,4161161013,487691314,
213.5,2728068435,3745601872,4287049485,4168259281,5485409138,4082877642,445271473,
214.5,2745975937,3702861561,4313174737,4055119613,5239833850,4011393139,406111016,
215.5,2769927674,3662776476,4334377015,3958049498,5007301419,3946486417,370182597,
216.5,2799679107,3625193307,4350483130,3876351965,4787864625,3887914427,337438317,
217.5,2834964699,3589969786,4361389029,3809300549,4581469868,3835418786,307820781,
218.5,2875494401,3556974642,4367056607,3756156677,4387971047,3788730675,281275872,
219.5,2920950102,3526087580,4367509214,3716180991,4207143315,3747574240,257766605,
220.5,2970982219,3497199260,4362826085,3688639652,4038696381,3711668719,237286429,
221.5,3025206602,3470211275,4353135958,3672806618,3882287104,3680729511,219868924,
222.5,3083201963,3445036109,4338610147,3667962813,3737531166,3654468440,205589236,
223.5,3144507980,3421597060,4319455338,3673392988,3604013702,3632593414,194551736,
224.5,3208624268,3399828125,4295906353,3688381013,3481298772,3614807706,186860140,
225.5,3275010366,3379673823,4268219119,3712204241,3368937662,3600809042,182572588,
226.5,3343086865,3361088953,4236664025,3744127527,3266475990,3590288672,181653983,
227.5,3412237794,3344038287,4201519818,3783397411,3173459661,3582930594,183944500,
228.5,3481814303,3328496164,4163068156,3829236897,3089439731,3578411050,189158514,
229.5,3551139694,3314446020,4121588893,3880841248,3013976238,3576398418,196912907,
230.5,3619515730,3301879818,4077356128,3937375082,2946641112,3576553574,206769979,
231.5,3686230186,3290797397,4030635024,3997971053,2887020246,3578530781,218277904,
232.5,3750565462,3281205734,3981679375,4061730284,2834714818,3581979135,230999069,
233.5,3811808118,3273118133,3930729878,4127724662,2789341989,3586544556,244525170,
234.5,3869259061,3266553325,3878013038,4195001009,2750535047,3591872296,258482590,
235.5,3922244151,3261534518,3823740640,4262587075,2717943101,3597609897,272532337,
236.5,3970124906,3258088366,3768109701,4329499201,2691230412,3603410517,286367768,
237.5,4012309003,3256243900,3711302825,4394751432,2670075436,3608936519,299711988,
238.5,4048260257,3256031404,3653488858,4457365797,2654169663,3613863196,312315778,
239.5,4077507769,3257481253,3594823785,4516383415,2643216300,3617882504,323956343,
240.5,4099653960,3260622721,3535451782,4570876065,2636928891,3620706684,334436836,
241.5,4114381229,3265482767,3475506353,4619957827,2635029900,3622071615,343586523,
242.5,4121457053,3272084798,3415111497,4662796426,2637249324,3621739819,351261413,
243.5,4120737355,3280447421,3354382852,4698623921,2643323377,3619502985,357345203,
244.5,4112168058,3290583194,3293428783,4726746440,2652993283,3615183952,361750417,
245.5,4095784800,3302497368,3232351363,4746552689,2666004219,3608638088,364419676,
246.5,4071710837,3316186640,3171247248,4757521057,2682104419,3599754040,365327049,
247.5,4040153231,3331637917,3110208406,4759225183,2701044479,3588453843,364479517,
248.5,4001397465,3348827099,3049322718,4751337932,2722576874,3574692418,361918584,
249.5,3955800678,3367717893,2988674428,4733633762,2746455689,3558456490,357722108,
250.5,3903783756,3388260658,2928344456,4705989548,2772436577,3539762999,352006456,
251.5,3845822515,3410391312,2868410590,4668383948,2800276937,3518657060,344929058,
252.5,3782438261,3434030296,2808947555,4620895416,2829736295,3495209565,336691408,
253.5,3714187989,3459081629,2750026992,4563699013,2860576894,3469514503,327542439,
254.5,3641654482,3485432058,2691717351,4497062136,2892564438,3441686093,317781951,
255.5,3565436569,3512950338,2634083722,4421339308,2925468996,3411855787,307763354,
256.5,3486139761,3541486662,2577187626,4336966156,2959066012,3380169244,297894344,
257.5,3404367453,3570872266,2521086781,4244452666,2993137399,3346783313,288633180,
258.5,3320712865,3600919235,2465834852,4144375836,3027472677,3311863093,280477355,
259.5,3235751844,3631420545,2411481221,4037371781,3061870112,3275579101,273941062,
260.5,3150036611,3662150366,2358070768,3924127387,3096137824,3238104591,269519216,
261.5,3064090506,3692864647,2305643683,3805371561,3130094839,3199613047,267639766,
262.5,2978403754,3723302024,2254235328,3681866154,3163572021,3160275856,268612422,
263.5,2893430238,3753185045,2203876137,3554396640,3196412897,3120260191,272587520,
264.5,2809585240,3782221762,2154591565,3423762624,3228474312,3079727100,279538665,
265.5,2727244085,3810107668,2106402101,3290768306,3259626924,3038829817,289275042,
266.5,2646741623,3836528004,2059323323,3156212993,3289755510,2997712290,301477842,
267.5,2568372443,3861160411,2013366010,3020881824,3318759078,2956507953,315747672,
268.5,2492391729,3883677931,1968536303,2885536848,3346550799,2915338722,331649801,
269.5,2419016663,3903752306,1924835906,2750908603,3373057736,2874314242,348749319,
270.5,2348428251,3921057557,1882262332,2617688383,3398220412,2833531387,366634214,
271.5,2280773498,3935273789,1840809179,2486521329,3421992210,2793074001,384928117,
272.5,2216167819,3946091155,1800466436,2358000485,3444338626,2753012904,403295747,
273.5,2154697605,3953213920,1761220812,2232661953,3465236408,2713406139,421443898,
274.5,2096422867,3956364549,1723056075,2110981228,3484672595,2674299463,439120045,
275.5,2041379889,3955287730,1685953410,1993370761,3502643483,2635727055,456109889,
276.5,1989583825,3949754250,1649891772,1880178788,3519153538,2597712434,472234567,
277.5,1941031192,3939564635,1614848246,1771689381,3534214295,2560269550,487347903,
278.5,1895702228,3924552471,1580798394,1668123675,3547843250,2523404004,501333826,
279.5,1853563061,3904587319,1547716598,1569642170,3560062775,2487114385,514104003,
280.5,1814567687,3879577148,1515576385,1476347985,3570899074,2451393656,525595653,
281.5,1778659728,3849470227,1484350734,1388290916,3580381198,2416230560,535769500,
282.5,1745773957,3814256416,1454012368,1305472129,3588540130,2381611000,544607825,
283.5,1715837593,3773967822,1424534019,1227849331,3595407957,2347519344,552112576,
284.5,1688771352,3728678789,1395888671,1155342234,3601017128,2313939635,558303512,
285.5,1664490272,3678505226,1368049775,1087838156,3605399818,2280856649,563216352,
286.5,1642904298,3623603277,1340991444,1025197606,3608587381,2248256801,566900921,
287.5,1623918653,3564167359,1314688612,967259734,3610609917,2216128855,569419299,
288.5,1607433995,3500427618,1289117178,913847512,3611495932,2184464447,570843945,
289.5,1593346372,3432646857,1264254110,864772586,3611272092,2153258403,571255834,
290.5,1581546993,3361117004,1240077540,819839703,3609963070,2122508862,570742581,
291.5,1571921829,3286155208,1216566816,778850709,3607591482,2092217209,569396592,
292.5,1564351066,3208099638,1193702546,741608054,3604177887,2062387838,567313233,
293.5,1558708423,3127305100,1171466613,707917832,3599740866,2033027767,564589037,
294.5,1554860368,3044138534,1149842168,677592354,3594297149,2004146114,561319977,
295.5,1552665254,2958974511,1128813610,650452265,3587861791,1975753486,557599807,
296.5,1551972403,2872190808,1108366544,626328263,3580448391,1947861282,553518504,
297.5,1552621182,2784164132,1088487728,605062421,3572069327,1920480958,549160825,
298.5,1554440097,2695266091,1069165010,586509182,3562736013,1893623279,544605015,
299.5,1557245962,2605859445,1050387243,570536042,3552459165,1867297572,539921670,
300.5,1560843183,2516294717,1032144209,557023975,3541249053,1841511027,535172797,
301.5,1565023207,2426907181,1014426519,545867620,3529115757,1816268057,530411090,
302.5,1569564199,2338014278,997225524,536975269,3516069390,1791569732,525679425,
303.5,1574231000,2249913449,980533212,530268671,3502120298,1767413326,521010617,
304.5,1578775427,2162880418,964342111,525682679,3487279235,1743791974,516427427,
305.5,1582936980,2077167900,948645190,523164741,3471557492,1720694460,511942833,
306.5,1586443993,1993004730,933435762,522674239,3454966986,1698105142,507560567,
307.5,1589015310,1910595388,918707393,524181682,3437520310,1676004017,503275902,
308.5,1590362494,1830119887,904453810,527667733,3419230735,1654366932,499076682,
309.5,1590192630,1751734002,890668820,533122058,3400112162,1633165934,494944570,
310.5,1588211703,1675569790,877346235,540541979,3380179035,1612369748,490856489,
311.5,1584128580,1601736370,864479795,549930899,3359446209,1591944370,486786221,
312.5,1577659530,1530320921,852063110,561296476,3337928774,1571853762,482706134,
313.5,1568533254,1461389856,840089600,574648518,3315641845,1552060615,478588990,
314.5,1556496330,1394990138,828552448,589996570,3292600314,1532527160,474409779,
315.5,1541318952,1331150693,817444552,607347167,3268818583,1513215989,470147542,
316.5,1522800833,1269883895,806758498,626700751,3244310262,1494090848,465787095,
317.5,1500777097,1211187087,796486524,648048237,3219087860,1475117361,461320597,
318.5,1475123957,1155044112,786620499,671367252,3193162466,1456263657,456748876,
319.5,1445763983,1101426822,777151912,696618084,3166543416,1437500843,452082416,
320.5,1412670724,1050296561,768071854,723739403,3139237978,1418803304,447341902,
321.5,1375872466,1001605587,759371022,752643850,3111251036,1400148792,442558229,
