NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_L_4_1_real 2024-09-25 16-13-15.nano,
Operator Name,,
Time Captured,16:13:15  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_L_4_1_real 2024-09-25 16-13-30,1000x_L_4_1_real 2024-09-25 16-14-55,1000x_L_4_1_real 2024-09-25 16-16-18,1000x_L_4_1_real 2024-09-25 16-17-39,1000x_L_4_1_real 2024-09-25 16-18-59,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.636,21.605,21.602,21.596,21.621,
Viscosity/cP,0.961240,0.961952,0.962021,0.962159,0.961584,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,10,10,10,10,10,
Slider Shutter,696,696,696,696,696,
Slider Gain,73,73,73,73,73,
Shutter/ms,17.400000,17.400000,17.400000,17.400000,17.400000,
Camera Histogram Upper Limit,16380,16380,16380,16380,16380,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,3,3,3,3,3,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,8.3907,8.3175,8.2227,8.8566,8.3226,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
799.5,0,0,0,0,0,0,0,
800.5,0,0,0,0,0,0,0,
801.5,0,0,0,0,0,0,0,
802.5,0,0,0,0,0,0,0,
803.5,0,0,0,0,0,0,0,
804.5,0,0,0,0,0,0,0,
805.5,0,0,0,0,0,0,0,
806.5,0,0,0,0,0,0,0,
807.5,0,0,0,0,0,0,0,
808.5,0,0,0,0,0,0,0,
809.5,0,0,0,0,0,0,0,
810.5,0,0,0,0,0,0,0,
811.5,0,0,0,0,0,0,0,
812.5,0,0,0,0,0,0,0,
813.5,0,0,0,0,0,0,0,
814.5,0,0,0,0,0,0,0,
815.5,0,0,0,0,0,0,0,
816.5,0,0,0,0,0,0,0,
817.5,0,0,0,0,0,0,0,
818.5,0,0,0,0,0,0,0,
819.5,0,0,0,0,0,0,0,
820.5,0,0,0,0,0,0,0,
821.5,0,0,0,0,0,0,0,
822.5,0,0,0,0,0,0,0,
823.5,0,0,0,0,0,0,0,
824.5,0,0,0,0,0,0,0,
825.5,0,0,0,0,0,0,0,
826.5,0,0,0,0,0,0,0,
827.5,0,0,0,0,0,0,0,
828.5,0,0,0,0,0,0,0,
829.5,0,0,0,0,0,0,0,
830.5,0,0,0,0,0,0,0,
831.5,0,0,0,0,0,0,0,
832.5,0,0,0,0,0,0,0,
833.5,0,0,0,0,0,0,0,
834.5,0,0,0,0,0,0,0,
835.5,0,0,0,0,0,0,0,
836.5,0,0,0,0,0,0,0,
837.5,0,0,0,0,0,0,0,
838.5,0,0,0,0,0,0,0,
839.5,0,0,0,0,0,0,0,
840.5,0,0,0,0,0,0,0,
841.5,0,0,0,0,0,0,0,
842.5,0,0,0,0,0,0,0,
843.5,0,0,0,0,0,0,0,
844.5,0,0,0,0,0,0,0,
845.5,0,0,0,0,0,0,0,
846.5,0,0,0,0,0,0,0,
847.5,0,0,0,0,0,0,0,
848.5,0,0,0,0,0,0,0,
849.5,0,0,0,0,0,0,0,
850.5,0,0,0,0,0,0,0,
851.5,0,0,0,0,0,0,0,
852.5,0,0,0,0,0,0,0,
853.5,0,0,0,0,0,0,0,
854.5,0,0,0,0,0,0,0,
855.5,0,0,0,0,0,0,0,
856.5,0,0,0,0,0,0,0,
857.5,0,0,0,0,0,0,0,
858.5,0,0,0,0,0,0,0,
859.5,0,0,0,0,0,0,0,
860.5,0,0,0,0,0,0,0,
861.5,0,0,0,0,0,0,0,
862.5,0,0,0,0,0,0,0,
863.5,0,0,0,0,0,0,0,
864.5,0,0,0,0,0,0,0,
865.5,0,0,0,0,0,0,0,
866.5,0,0,0,0,0,0,0,
867.5,0,0,0,0,0,0,0,
868.5,0,0,0,0,0,0,0,
869.5,0,0,0,0,0,0,0,
870.5,0,0,0,0,0,0,0,
871.5,0,0,0,0,0,0,0,
872.5,0,0,0,0,0,0,0,
873.5,0,0,0,0,0,0,0,
874.5,0,0,0,0,0,0,0,
875.5,0,0,0,0,0,0,0,
876.5,0,0,0,0,0,0,0,
877.5,0,0,0,0,0,0,0,
878.5,0,0,0,0,0,0,0,
879.5,0,0,0,0,0,0,0,
880.5,0,0,0,0,0,0,0,
881.5,0,0,0,0,0,0,0,
882.5,0,0,0,0,0,0,0,
883.5,0,0,0,0,0,0,0,
884.5,0,0,0,0,0,0,0,
885.5,0,0,0,0,0,0,0,
886.5,0,0,0,0,0,0,0,
887.5,0,0,0,0,0,0,0,
888.5,0,0,0,0,0,0,0,
889.5,0,0,0,0,0,0,0,
890.5,0,0,0,0,0,0,0,
891.5,0,0,0,0,0,0,0,
892.5,0,0,0,0,0,0,0,
893.5,0,0,0,0,0,0,0,
894.5,0,0,0,0,0,0,0,
895.5,0,0,0,0,0,0,0,
896.5,0,0,0,0,0,0,0,
897.5,0,0,0,0,0,0,0,
898.5,0,0,0,0,0,0,0,
899.5,0,0,0,0,0,0,0,
900.5,0,0,0,0,0,0,0,
901.5,0,0,0,0,0,0,0,
902.5,0,0,0,0,0,0,0,
903.5,0,0,0,0,0,0,0,
904.5,0,0,0,0,0,0,0,
905.5,0,0,0,0,0,0,0,
906.5,0,0,0,0,0,0,0,
907.5,0,0,0,0,0,0,0,
908.5,0,0,0,0,0,0,0,
909.5,0,0,0,0,0,0,0,
910.5,0,0,0,0,0,0,0,
911.5,0,0,0,0,0,0,0,
912.5,0,0,0,0,0,0,0,
913.5,0,0,0,0,0,0,0,
914.5,0,0,0,0,0,0,0,
915.5,0,0,0,0,0,0,0,
916.5,0,0,0,0,0,0,0,
917.5,0,0,0,0,0,0,0,
918.5,0,0,0,0,0,0,0,
919.5,0,0,0,0,0,0,0,
920.5,0,0,0,0,0,0,0,
921.5,0,0,0,0,0,0,0,
922.5,0,0,0,0,0,0,0,
923.5,0,0,0,0,0,0,0,
924.5,0,0,0,0,0,0,0,
925.5,0,0,0,0,0,0,0,
926.5,0,0,0,0,0,0,0,
927.5,0,0,0,0,0,0,0,
928.5,0,0,0,0,0,0,0,
929.5,0,0,0,0,0,0,0,
930.5,0,0,0,0,0,0,0,
931.5,0,0,0,0,0,0,0,
932.5,0,0,0,0,0,0,0,
933.5,0,0,0,0,0,0,0,
934.5,0,0,0,0,0,0,0,
935.5,0,0,0,0,0,0,0,
936.5,0,0,0,0,0,0,0,
937.5,0,0,0,0,0,0,0,
938.5,0,0,0,0,0,0,0,
939.5,0,0,0,0,0,0,0,
940.5,0,0,0,0,0,0,0,
941.5,0,0,0,0,0,0,0,
942.5,0,0,0,0,0,0,0,
943.5,0,0,0,0,0,0,0,
944.5,0,0,0,0,0,0,0,
945.5,0,0,0,0,0,0,0,
946.5,0,0,0,0,0,0,0,
947.5,0,0,0,0,0,0,0,
948.5,0,0,0,0,0,0,0,
949.5,0,0,0,0,0,0,0,
950.5,0,0,0,0,0,0,0,
951.5,0,0,0,0,0,0,0,
952.5,0,0,0,0,0,0,0,
953.5,0,0,0,0,0,0,0,
954.5,0,0,0,0,0,0,0,
955.5,0,0,0,0,0,0,0,
956.5,0,0,0,0,0,0,0,
957.5,0,0,0,0,0,0,0,
958.5,0,0,0,0,0,0,0,
959.5,0,0,0,0,0,0,0,
960.5,0,0,0,0,0,0,0,
961.5,0,0,0,0,0,0,0,
962.5,0,0,0,0,0,0,0,
963.5,0,0,0,0,0,0,0,
964.5,0,0,0,0,0,0,0,
965.5,0,0,0,0,0,0,0,
966.5,0,0,0,0,0,0,0,
967.5,0,0,0,0,0,0,0,
968.5,0,0,0,0,0,0,0,
969.5,0,0,0,0,0,0,0,
970.5,0,0,0,0,0,0,0,
971.5,0,0,0,0,0,0,0,
972.5,0,0,0,0,0,0,0,
973.5,0,0,0,0,0,0,0,
974.5,0,0,0,0,0,0,0,
975.5,0,0,0,0,0,0,0,
976.5,0,0,0,0,0,0,0,
977.5,0,0,0,0,0,0,0,
978.5,0,0,0,0,0,0,0,
979.5,0,0,0,0,0,0,0,
980.5,0,0,0,0,0,0,0,
981.5,0,0,0,0,0,0,0,
982.5,0,0,0,0,0,0,0,
983.5,0,0,0,0,0,0,0,
984.5,0,0,0,0,0,0,0,
985.5,0,0,0,0,0,0,0,
986.5,0,0,0,0,0,0,0,
987.5,0,0,0,0,0,0,0,
988.5,0,0,0,0,0,0,0,
989.5,0,0,0,0,0,0,0,
990.5,0,0,0,0,0,0,0,
991.5,0,0,0,0,0,0,0,
992.5,0,0,0,0,0,0,0,
993.5,0,0,0,0,0,0,0,
994.5,0,0,0,0,0,0,0,
995.5,0,0,0,0,0,0,0,
996.5,0,0,0,0,0,0,0,
997.5,0,0,0,0,0,0,0,
998.5,0,0,0,0,0,0,0,
999.5,0,0,0,0,0,0,0,

Percentile,Size (nm),Size (nm),Size (nm),Size (nm),Size (nm),
0,71.0,50.0,66.0,62.0,59.0,
1,97.4,97.4,104.3,96.2,99.0,
2,100.7,101.1,108.2,99.4,102.2,
3,102.7,103.7,110.5,101.3,104.6,
4,104.1,105.7,112.3,102.7,106.7,
5,105.3,107.5,113.8,103.9,108.6,
6,106.3,109.0,115.0,105.0,110.3,
7,107.3,110.5,116.2,106.1,112.0,
8,108.1,111.8,117.3,107.1,113.7,
9,109.0,113.1,118.3,108.1,115.3,
10,109.7,114.3,119.2,109.1,117.0,
11,110.5,115.5,120.1,110.2,118.6,
12,111.3,116.7,121.0,111.4,120.2,
13,112.0,117.8,121.9,112.7,121.9,
14,112.8,119.0,122.8,114.1,123.5,
15,113.5,120.1,123.6,115.8,125.2,
16,114.3,121.2,124.4,117.8,126.8,
17,115.2,122.3,125.3,120.2,128.5,
18,116.0,123.5,126.1,122.7,130.1,
19,116.9,124.6,126.9,125.3,131.8,
20,117.9,125.8,127.8,127.6,133.5,
21,118.9,127.0,128.6,129.5,135.1,
22,120.0,128.2,129.5,131.1,136.8,
23,121.2,129.5,130.3,132.5,138.5,
24,122.5,130.9,131.2,133.7,140.1,
25,123.9,132.3,132.0,134.8,141.8,
26,125.5,133.8,132.9,135.7,143.5,
27,127.2,135.3,133.8,136.6,145.3,
28,129.0,136.9,134.7,137.4,147.0,
29,130.9,138.6,135.5,138.2,148.7,
30,132.9,140.3,136.4,138.9,150.5,
31,134.9,142.1,137.3,139.6,152.2,
32,136.9,143.9,138.2,140.2,153.9,
33,138.9,145.7,139.1,140.9,155.6,
34,140.7,147.4,140.0,141.5,157.3,
35,142.5,149.2,140.9,142.1,159.0,
36,144.3,150.8,141.9,142.7,160.6,
37,146.0,152.4,142.8,143.4,162.2,
38,147.6,154.0,143.7,144.0,163.8,
39,149.3,155.5,144.6,144.6,165.3,
40,150.8,156.9,145.6,145.2,166.7,
41,152.4,158.3,146.5,145.9,168.2,
42,153.9,159.7,147.4,146.5,169.6,
43,155.4,161.1,148.4,147.2,171.0,
44,157.0,162.4,149.3,147.9,172.3,
45,158.5,163.7,150.3,148.7,173.6,
46,160.0,165.0,151.3,149.5,174.9,
47,161.5,166.3,152.3,150.4,176.2,
48,163.0,167.6,153.3,151.3,177.4,
49,164.5,168.9,154.4,152.4,178.7,
50,166.0,170.2,155.4,153.6,179.9,
51,167.5,171.5,156.5,154.9,181.1,
52,169.1,172.9,157.6,156.5,182.4,
53,170.6,174.3,158.8,158.5,183.6,
54,172.2,175.8,160.0,160.9,184.8,
55,173.8,177.3,161.3,164.0,186.0,
56,175.4,178.9,162.7,167.5,187.3,
57,177.1,180.6,164.1,171.2,188.5,
58,178.8,182.4,165.6,174.6,189.8,
59,180.5,184.2,167.2,177.5,191.1,
60,182.4,186.2,169.0,180.0,192.5,
61,184.3,188.3,170.9,182.2,193.8,
62,186.4,190.6,173.0,184.2,195.3,
63,188.5,193.0,175.4,186.1,196.7,
64,190.9,195.5,178.0,187.8,198.3,
65,193.4,198.3,180.9,189.4,199.9,
66,196.2,201.3,184.1,191.1,201.6,
67,199.2,204.4,187.6,192.7,203.4,
68,202.6,207.7,191.2,194.3,205.4,
69,206.1,211.3,194.9,196.0,207.6,
70,209.9,215.0,198.6,197.7,210.0,
71,213.7,218.8,202.1,199.6,212.7,
72,217.4,222.8,205.4,201.5,215.7,
73,221.0,226.9,208.7,203.7,219.3,
74,224.3,231.1,211.8,206.1,223.4,
75,227.4,235.3,214.8,208.8,228.3,
76,230.4,239.6,217.8,211.8,233.9,
77,233.1,243.8,220.7,215.2,239.9,
78,235.8,248.0,223.7,218.9,246.1,
79,238.4,252.2,226.7,222.7,252.1,
80,240.9,256.2,229.8,226.5,257.7,
81,243.4,260.0,233.0,230.2,262.9,
82,245.9,263.8,236.4,233.7,267.9,
83,248.5,267.4,239.9,237.0,272.7,
84,251.1,271.0,243.6,240.1,277.4,
85,253.8,274.5,247.7,243.2,282.0,
86,256.7,278.0,252.0,246.1,286.5,
87,259.8,281.6,256.8,249.1,291.0,
88,263.2,285.3,262.2,252.1,295.6,
89,266.9,289.2,268.3,255.2,300.1,
90,271.1,293.4,275.3,258.5,304.8,
91,275.9,298.1,283.7,262.0,309.5,
92,281.3,303.8,293.7,266.1,314.3,
93,287.4,311.0,306.1,271.0,319.4,
94,293.9,321.8,321.4,277.5,324.7,
95,300.6,343.7,339.9,288.4,330.2,
96,307.1,387.3,360.8,311.0,336.2,
97,313.6,415.2,384.0,329.8,342.8,
98,320.5,434.7,409.6,341.7,350.4,
99,328.9,454.6,436.0,355.0,360.4,
100,637.0,610.0,566.0,662.0,447.0,
,,,,,,
Weighting,Surface Area,
Filename,1000x_L_4_1_real 2024-09-25 16-13-30,1000x_L_4_1_real 2024-09-25 16-14-55,1000x_L_4_1_real 2024-09-25 16-16-18,1000x_L_4_1_real 2024-09-25 16-17-39,1000x_L_4_1_real 2024-09-25 16-18-59,Average,Standard Error,
Mean,223.0,263.5,247.1,228.4,242.0,240.8,7.2,
Mode,247.2,280.5,149.9,143.9,187.7,201.9,26.9,
SD,66.5,102.8,100.3,94.3,73.7,87.5,7.3,
D10,129.5,140.4,133.0,135.9,146.4,137.0,2.9,
D50,229.7,254.6,228.6,213.6,238.6,233.0,6.7,
D90,311.2,433.6,410.3,339.0,340.5,366.9,23.4,
Valid Tracks,2033.0,2807.0,2568.0,2653.0,3119.0,,,
Graph Data,
Bin centre (nm),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area average,Standard Error,
0.5,0,0,0,0,0,0,0,
1.5,0,0,0,0,0,0,0,
2.5,0,0,0,0,0,0,0,
3.5,0,0,0,0,0,0,0,
4.5,0,0,0,0,0,0,0,
5.5,0,0,0,0,0,0,0,
6.5,0,0,0,0,0,0,0,
7.5,0,0,0,0,0,0,0,
8.5,0,0,0,0,0,0,0,
9.5,0,0,0,0,0,0,0,
10.5,0,0,0,0,0,0,0,
11.5,0,0,0,0,0,0,0,
12.5,0,0,0,0,0,0,0,
13.5,0,0,0,0,0,0,0,
14.5,0,0,0,0,0,0,0,
15.5,0,0,0,0,0,0,0,
16.5,0,0,0,0,0,0,0,
17.5,0,0,0,0,0,0,0,
18.5,0,0,0,0,0,0,0,
19.5,0,0,0,0,0,0,0,
20.5,0,0,0,0,0,0,0,
21.5,0,0,0,0,0,0,0,
22.5,0,0,0,0,0,0,0,
23.5,0,0,0,0,0,0,0,
24.5,0,0,0,0,0,0,0,
25.5,0,0,0,0,0,0,0,
26.5,0,0,0,0,0,0,0,
27.5,0,0,0,0,0,0,0,
28.5,0,0,0,0,0,0,0,
29.5,0,0,0,0,0,0,0,
30.5,0,0,0,0,0,0,0,
31.5,0,0,0,0,0,0,0,
32.5,0,0,0,0,0,0,0,
33.5,0,0,0,0,0,0,0,
34.5,0,0,0,0,0,0,0,
35.5,0,0,0,0,0,0,0,
36.5,0,0,0,0,0,0,0,
37.5,0,0,0,0,0,0,0,
38.5,0,0,0,0,0,0,0,
39.5,0,0,0,0,0,0,0,
40.5,0,0,0,0,0,0,0,
41.5,0,0,0,0,0,0,0,
42.5,0,0,0,0,0,0,0,
43.5,0,1,0,0,0,0,0,
44.5,0,5,0,0,0,1,1,
45.5,0,20,0,0,0,4,4,
46.5,0,71,0,0,0,14,14,
47.5,0,249,0,0,0,50,50,
48.5,0,847,0,0,2,170,169,
49.5,0,2797,0,0,4,560,559,
50.5,0,8952,0,0,10,1792,1790,
51.5,0,27723,0,0,21,5549,5544,
52.5,0,82973,0,0,47,16604,16592,
53.5,0,239662,0,0,103,47953,47927,
54.5,0,667145,0,0,227,133474,133418,
55.5,0,1787377,0,0,499,357575,357450,
56.5,0,4603167,0,0,1097,920853,920579,
57.5,0,11383865,0,0,2410,2277255,2276652,
58.5,0,27012423,0,0,5291,5403543,5402220,
59.5,0,61467744,0,10,11594,12295870,12292969,
60.5,0,134105201,0,143,25343,26826138,26819766,
61.5,0,280549718,4,1705,55203,56121326,56107099,
62.5,0,563046217,27,17618,119713,112636715,112602378,
63.5,0,1084943780,183,156783,258243,217071798,216968001,
64.5,0,2009606579,1149,1197966,553730,402271885,401833734,
65.5,0,3583551379,6729,7847902,1179471,718517096,716260057,
66.5,0,6163251972,36569,44089356,2494651,1241974510,1230347950,
67.5,3,10245152633,183842,212811327,5237968,2092677155,2038528639,
68.5,37,16499282073,852814,885516121,10917542,3479313717,3259466582,
69.5,452,25808567260,3644354,3191457445,22591679,5805252238,5038666989,
70.5,5037,39318384071,14333001,10021839713,46424359,9880197236,7610136236,
71.5,50247,58503741138,51865639,27612427583,94769168,17252570755,11612255524,
72.5,445175,85264449017,172733853,67279917672,192252654,30581959674,18868491062,
73.5,3477229,122061512499,529891443,146232382073,387704636,53842993576,33006070446,
74.5,23778008,172110879848,1499238655,286154350869,777387721,92113127020,58772944137,
75.5,141466952,239653862418,3919058875,509081324064,1549814608,150869105383,100699581540,
76.5,728627339,330327285352,9485312568,831741874948,3071200310,235070860103,161975160127,
77.5,3238046294,451660790285,21310026027,1260915036718,6045950777,348633970020,243585419280,
78.5,12400273416,613733238115,44570753085,1792250896217,11812388632,494953509893,343963423137,
79.5,40964415813,830023696704,87073273803,2413376782034,22874909711,678862615613,459284099150,
80.5,117153270740,1118493008693,159471696985,3110110206548,43834140703,909812464734,584212976804,
81.5,291825813590,1502926422250,274912076364,3873532920311,82956366262,1205230719756,713013337538,
82.5,638592248197,2014552368434,448027570796,4705992281423,154711295193,1592375152809,841396333783,
83.5,1240844380024,2693922875372,693475502912,5625271783183,283670979028,2107437104104,969420435809,
84.5,2168010159248,3592993515950,1024451322444,6667381874383,510140355888,2792595445583,1104098016401,
85.5,3453813547843,4777273495138,1451709394212,7889141142904,897690658954,3693925647810,1258522810082,
86.5,5091187924053,6327832100126,1983506172212,9371889975060,1542295801250,4863342394540,1446486296360,
87.5,7048504312607,8342855506424,2626612209744,11227515383673,2581987661088,6365495014707,1677943247068,
88.5,9298888084267,10938365306058,3388248354504,13607682864798,4204944003266,8287625722579,1962450872201,
89.5,11849411140075,14247662267934,4278616695494,16716839175847,6652998413834,10749105538637,2320665161289,
90.5,14761553611606,18419074879964,5313674799652,20829063230269,10217189432010,13908111190700,2796998166019,
91.5,18162235895367,23611697753084,6517914686022,26307950680735,15222636073415,17964487017725,3464716758624,
92.5,22249723894513,29989011914249,7927079349913,33627087663922,22001967149896,23158973994499,4418183092787,
93.5,27299152638932,37710575765633,9590902371079,43386000376166,30859452291444,29769216688651,5757326553011,
94.5,33669897214010,46922321519489,11576042468560,56312726905629,42031033060473,38102404233632,7576727209611,
95.5,41813530440313,57746320906436,13969390057432,73239972389145,55647501616216,48483343081908,9964230964776,
96.5,52277681538751,70271116959592,16881852254900,95038928421005,71708217560619,61235559346973,13002846880246,
97.5,65698119038353,84543785121955,20452586426235,122496346426343,90070776063186,76652322615214,16766647721504,
98.5,82769320082549,100564747119902,24853456420289,156130128704154,110458553937676,94955241252914,21303688678765,
99.5,104183790509817,118286022138461,30293233035304,195958952971608,132484227193563,116241245169751,26603920310548,
100.5,130534126710737,137613118524130,37020758784404,241270053641646,155684362727363,140424484077656,32558214130026,
101.5,162180608315516,158410239172059,45325971697616,290456666244047,179558778914169,167186452868681,38923435893538,
102.5,199100617303379,180508001314732,55537388246264,341006855110665,203608636336362,195952299662280,45312376427959,
103.5,240751068293012,203712548048544,68014472683356,389703252980676,227368713280952,225910011057308,51222231157108,
104.5,285985056928729,227814809051944,83133392108745,433035424898683,250431348234055,256080006244431,56102091003000,
105.5,333062128671932,252598759130798,101265104726189,467750067489307,272461454318136,285427502867272,59444179221045,
106.5,379774205397431,277847790067957,122745648201654,491402483440128,293203425092657,312994710439965,60873040454516,
107.5,423679252289105,303348689764134,147839885243475,502758479271769,312481527225760,338021566758849,60207584006148,
108.5,462402163425768,328893139034065,176701672862515,501940413019714,330195591191360,360026595906684,57483691905079,
109.5,493939958984378,354277023844857,209335125091762,490295688154378,346313649009317,378832289016938,52945054824270,
110.5,516905597558999,379298170114957,245562877099543,470051955845372,360862823964307,394536284916636,47029800969299,
111.5,530662535233128,403753311303458,285007551104670,443874966541705,373919404114431,407443553659478,40396922208015,
112.5,535333006413124,427435186322166,327091633459807,414448106600393,385598719190545,417981330397207,34046178525590,
113.5,531694887112775,450130640259202,371058661813871,384157255405275,396045221806482,426617333279521,29511392810859,
114.5,521004445865302,471620474121022,416015339299022,354914154230546,405423041953112,433795491093801,28617762060273,
115.5,504790351914779,491681577603993,460990622038293,328108023570683,413907212510138,439895557527577,32023409238815,
116.5,484659200712005,510091599655774,505004802805546,304650236098885,421675723805308,445216312615504,38504667923488,
117.5,462139686101466,526636088948377,547139870913077,285070802825105,428902534571038,449977796671813,46423785548088,
118.5,438577394425796,541117700517211,586602366597903,269632031424639,435751632813004,454336225155711,54651040080811,
119.5,415079526611030,553366752628222,622771518256209,258436462093896,442372200374604,458405291992792,62512258896147,
120.5,392500798893662,563252170568614,655228194218769,251517554486079,448894892858719,462278722205169,69603696494040,
121.5,371458387825856,570691711092817,683763418287120,248909893618089,455429207877866,466050523740349,75683294167166,
122.5,352363919965931,575660352836544,708368174113516,250700401525673,462061884464408,469830946581214,80615423025467,
123.5,335462659494688,578195876554959,729208417983822,257063832015350,468856257409040,473757408691572,84341027036116,
124.5,320872924388516,578400933641203,746590372762484,268285652482537,475852481848169,478000473024582,86860455068662,
125.5,308621506459651,576441276839475,760921309038415,284774118622141,483068542661594,482765350724255,88224887273697,
126.5,298673056232821,572540248826462,772670359296038,307061513674562,490501965896408,488289428785258,88536302043731,
127.5,290952909633505,566970028519637,782332780096515,335792547019061,498132151177214,494836083289186,87957863696879,
128.5,285363750466462,560040461129406,790399794673604,371696110810333,505923241512032,502684671718367,86737118004045,
129.5,281796965700649,552086501167916,797334962043674,415535356855732,513827438419475,512116244837489,85242332348662,
130.5,280139711598769,543455356608313,803557078806066,468030893797671,521788656186797,523394339399523,84004198775181,
131.5,280278694049563,534494342055171,809428983143721,529753462127315,529746391476342,536740374570423,83736028156431,
132.5,282101566250576,525540256479224,815251284220143,600986364059793,537639666929442,552303827587835,85279523534320,
133.5,285496717784068,516910838578868,821259930164540,681564562987606,545410893941548,570128588691326,89426875807678,
134.5,290352101292410,508898566405092,827626584428043,770706387268662,553009494321846,590118626743211,96658089394126,
135.5,296553628257713,501766799072560,834460935816706,866863746213599,560395125938772,612008047059870,106949808750099,
136.5,303983564615273,495748037700826,841814266239058,967625003071299,567540374993054,635342249323902,119775777647286,
137.5,312519265354873,491043926872060,849683801768509,1069707544259959,574432806706338,659477468992348,134247832654404,
138.5,322032498875953,487826530421051,858017551167687,1169071134064194,581076304539290,683604803813635,149277111681683,
139.5,332389522177673,486240389684413,866719477877905,1261166513582378,587491671860498,706801515036573,163701053072956,
140.5,343451975709985,486404895764660,875654951455611,1341307774512401,593716514670781,728107222422688,176383925754513,
141.5,355078574311463,488416565146301,884656483507153,1405127106477527,599804465002010,746616638888891,186308102765439,
142.5,367127483844297,492350886422771,893529775671200,1449044888598982,605823837987103,761575374504870,192659778022457,
143.5,379459199450652,498263494098748,902060099847444,1470675504820069,611855838607920,772462827364966,194901016768638,
144.5,391939688489924,506190516188725,910019001275301,1469095438351570,617992445408727,779047417942849,192816209552728,
145.5,404443534996270,516148031654092,917171271441691,1444925139909677,624334098238189,781404415247984,186523983720501,
146.5,416856825435567,528130659975552,923282088127800,1400213558635587,630987306753414,779894087785584,176452609988119,
147.5,429079546176264,542109387871212,928124171745465,1338153543247677,638062278363011,775105785480726,163284997242671,
148.5,441027316083256,558028816728299,931484766950492,1262686691446977,645670641339035,767779646509612,147886012652304,
149.5,452632344902047,575804087042054,933172231493772,1178070328289370,653923313896926,758720461124834,131228523603537,
150.5,463843580257302,595317799580202,933022003767484,1088475547192923,662928545751936,748717495309969,114334606233362,
151.5,474626074125362,616417301822797,930901728046141,997667528673357,672790137154273,738480553964386,98243994984167,
152.5,484959656379040,638912735696745,926715341525399,908794753048187,683605823160570,728597661961988,84008551919995,
153.5,494837043838326,662576241527690,920405967861171,824289618139605,695465798782581,719514934029875,72675811607105,
154.5,504261536531237,687142677198719,911957514372241,745864704581050,708451353949760,711535557326601,65159226447719,
155.5,513244459481467,712312137074473,901394930050592,674578819042953,722633585738242,704832786277545,61899464865373,
156.5,521802501124611,737754442754770,888783144104164,610944571141536,738072158479097,699471363520836,62529106593973,
157.5,529955082314225,763115632837814,874224765319448,555052489362441,754814089410304,695432411848846,66016352868138,
158.5,537721867022903,788026312718463,857856676842622,506692915830752,772892547497817,692638063982511,71207975802661,
159.5,545120501036863,812111553914105,839845705733983,465463846929262,792325664929506,690973454508743,77213121947215,
160.5,552164641247395,835001874346222,820383579555953,430858979040367,813115373501099,690304889538207,83467061363260,
161.5,558862317522878,856344705600936,799681402043432,402334750442127,835246290680018,690493893257878,89650494674567,
162.5,565214652701934,875815677028896,777963886343488,379358030773521,858684691494074,691407387668383,95597999068957,
163.5,571214954047418,893129030760080,755463578113810,361437549315483,883377611690793,692924544785517,101232946769070,
164.5,576848181168640,908046530015711,732415283258983,348142565693144,909252134032456,694940938833787,106527606491588,
165.5,582090789880052,920384330962699,709050888300199,339112060430907,936214912504332,697370596415638,111480216797380,
166.5,586910947607037,930017443633139,685594727555238,334057171040504,964151988243722,700146455615928,116102323347688,
167.5,591269112558937,936881592205190,662259613021660,332758938662139,992928945967463,703219640483078,120412035426827,
168.5,595118964770366,940972478423783,639243602617007,335062792317776,1022391450819040,706557857789594,124430601611835,
169.5,598408671494295,942342633456143,616727542627415,340870651214497,1052366193268526,710143138412175,128180821343969,
170.5,601082461643163,941096195472007,594873383017404,350131099292590,1082662254841787,713969078853390,131686490120780,
171.5,603082473971078,937382060266893,573823231408699,362827788469228,1113072890955465,718037689014272,134972469168020,
172.5,604350831694701,931385914174297,553699084327443,378966057288553,1143377710253932,722355919547785,138065168169082,
173.5,604831882949654,923321672406801,534603153617229,398557707472292,1173345213714948,726931926032185,140993290715381,
174.5,604474533097181,913422817225115,516618691922380,421603958818140,1202735642617424,731771128736048,143788660347303,
175.5,603234582685641,901934068126076,499811213787566,448076796875660,1231304073187929,736872146932574,146486860561724,
