Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
0,115.411,3.88677e+06,4.46758,0,100,True,
1,75.3218,5.95546e+06,3.1737,0,11,True,
2,110.862,4.04624e+06,2.12157,0,2,False,
4,34.9595,1.28313e+07,2.43793,0,8,True,
5,49.0564,9.14408e+06,2.19398,0,6,True,
8,46.813,9.5823e+06,2.14738,0,8,True,
9,57.0087,7.86855e+06,2.35796,0,7,True,
11,27.2895,1.64377e+07,1.91693,0,2,False,
14,39.1671,1.14529e+07,2.19895,0,4,False,
15,68.9185,6.50879e+06,3.85384,0,61,True,
16,73.0173,6.14343e+06,2.35493,0,9,True,
17,65.673,6.83045e+06,2.92042,0,24,True,
18,397.039,1.1298e+06,2.77664,4,2,False,
21,30.0661,1.49197e+07,2.22831,0,3,False,
22,482.56,929575,3.48578,0,3,False,
24,82.6432,5.42787e+06,2.24741,0,3,False,
25,81.0472,5.53475e+06,3.33175,0,31,True,
27,65.9913,6.7975e+06,2.21129,0,6,True,
29,23.8602,1.88002e+07,2.2379,0,3,False,
30,64.0057,7.00838e+06,3.11991,0,2,False,
31,55.2988,8.11187e+06,2.15946,0,5,True,
32,67.6013,6.63562e+06,3.13534,0,33,True,
33,111.834,4.0111e+06,2.14783,0,26,True,
35,257.253,1.74372e+06,4.04173,0,5,False,
36,32.3169,1.38805e+07,3.78558,0,7,True,
37,38.5378,1.16399e+07,3.89181,0,9,True,
38,91.3514,4.91045e+06,3.05773,0,6,True,
39,171.788,2.61123e+06,3.32393,0,3,False,
43,72.5754,6.18083e+06,4.22486,0,8,True,
45,139.114,3.22452e+06,3.7992,1,2,False,
47,366.705,1.22326e+06,3.53199,0,4,False,
49,150.941,2.97186e+06,3.96024,0,8,True,
50,55.9686,8.01478e+06,4.09687,0,18,True,
51,3219.68,139323,4.02436,0,2,False,
52,48.0223,9.341e+06,3.36575,0,2,False,
53,398.551,1.12552e+06,3.05563,0,2,False,
54,23.1503,1.93767e+07,4.27902,0,3,False,
55,71.2471,6.29606e+06,3.35851,0,54,True,
56,87.537,5.12442e+06,3.53787,0,6,True,
57,53.6185,8.36607e+06,3.74579,0,20,True,
60,119.8,3.74436e+06,3.5702,0,12,True,
61,88.1402,5.08935e+06,3.23287,0,3,False,
62,37.5201,1.19556e+07,3.87083,0,5,True,
63,41.3461,1.08493e+07,3.72269,0,4,False,
64,73.3298,6.11725e+06,4.02204,0,15,True,
67,67.9436,6.60219e+06,4.28912,0,19,True,
68,61.1883,7.33108e+06,3.74418,0,39,True,
69,77.9024,5.75818e+06,3.775,0,53,True,
71,88.5277,5.06707e+06,3.96256,0,32,True,
72,63.3594,7.07987e+06,3.41826,0,8,True,
73,144.145,3.11199e+06,4.51532,0,68,True,
74,87.6141,5.11991e+06,4.1923,0,16,True,
75,109.064,4.11298e+06,4.69672,0,5,True,
76,50.9632,8.80196e+06,4.81271,0,8,True,
78,117.058,3.83209e+06,4.36884,0,13,True,
79,99.7118,4.49873e+06,4.98171,0,34,True,
80,63.0592,7.11357e+06,4.31514,0,29,True,
81,50.6484,8.85666e+06,4.68581,0,14,True,
82,78.2724,5.73096e+06,4.5659,0,64,True,
83,163.433,2.74472e+06,4.47166,0,42,True,
84,548.706,817517,4.61506,0,4,False,
85,783.591,572462,5.49191,98,2,False,
86,75.985,5.90349e+06,4.59501,0,29,True,
87,205.601,2.18178e+06,6.05203,0,100,True,
88,890.102,503960,5.22857,0,2,False,
89,112.577,3.9846e+06,5.15691,0,16,True,
90,2577.91,174008,5.10267,21,3,False,
91,99.444,4.51084e+06,5.21789,0,17,True,
93,83.4189,5.37739e+06,4.87724,0,26,True,
94,73.6964,6.08681e+06,4.4002,0,26,True,
96,78.3829,5.72288e+06,5.08759,0,39,True,
97,104.37,4.29795e+06,4.82622,0,100,True,
98,286.17,1.56752e+06,5.69024,0,100,True,
99,166.858,2.68838e+06,5.55229,0,86,True,
101,113.934,3.93715e+06,5.47466,0,32,True,
103,108.277,4.14285e+06,5.57609,0,100,True,
104,92.723,4.83781e+06,5.47246,0,100,True,
105,175.299,2.55892e+06,6.35596,0,100,True,
106,1216.07,368872,5.74259,0,4,False,
107,134.951,3.32399e+06,5.86017,0,100,True,
108,124.685,3.59768e+06,6.02031,0,100,True,
109,445.552,1.00679e+06,4.00985,98,2,False,
110,159.303,2.81587e+06,5.93063,0,90,True,
111,132.138,3.39476e+06,5.52222,0,100,True,
112,60.7162,7.38808e+06,6.46401,0,9,True,
113,155.013,2.8938e+06,6.38383,0,100,True,
114,168.258,2.66601e+06,6.37537,0,2,False,
115,1044.84,429324,6.57621,96,4,False,
116,109.198,4.10791e+06,6.70536,0,100,True,
117,134.784,3.3281e+06,7.01087,0,100,True,
121,424.213,1.05743e+06,2.93835,1,2,False,
124,47663.6,9411.3,1.44664,2,2,False,
127,72.9931,6.14546e+06,3.73524,1,9,True,
128,60.9819,7.35589e+06,4.56912,1,65,True,
130,56.2934,7.96854e+06,3.49125,1,3,False,
131,829.57,540733,3.69305,1,2,False,
132,30.1631,1.48717e+07,3.61907,1,3,False,
137,129.889,3.45354e+06,2.0464,2,4,False,
138,93.4754,4.79887e+06,2.86842,2,4,False,
139,26.6994,1.6801e+07,2.35705,2,2,False,
141,53.9965,8.3075e+06,1.92675,2,3,False,
143,56.9729,7.8735e+06,1.2167,2,4,False,
144,64.9315,6.90845e+06,2.65272,2,9,True,
146,36.0939,1.2428e+07,2.38423,2,12,True,
149,27.5516,1.62813e+07,2.42465,3,2,False,
150,106.239,4.22232e+06,3.88417,2,6,True,
152,176.752,2.53789e+06,4.08763,2,7,True,
154,189.335,2.36922e+06,3.36033,2,3,False,
156,67.5506,6.64059e+06,2.98268,2,16,True,
157,88.8532,5.04851e+06,3.65767,2,10,True,
158,143.578,3.12427e+06,4.60302,2,2,False,
159,124.363,3.607e+06,5.28989,2,70,True,
160,51.2353,8.75521e+06,5.85499,2,5,True,
161,1664.05,269569,5.90448,99,3,False,
164,159.022,2.82085e+06,2.02003,3,2,False,
165,93.7686,4.78386e+06,2.93907,3,5,True,
166,52.2081,8.59208e+06,2.13436,3,5,True,
167,194.825,2.30246e+06,1.90701,3,2,False,
170,321.021,1.39734e+06,1.8663,3,3,False,
172,102278,4385.87,2.53162,3,2,False,
173,152.601,2.93954e+06,1.62689,3,4,False,
174,112.131,4.00048e+06,3.01695,4,2,False,
175,73.3439,6.11606e+06,1.77956,3,2,False,
176,78.0024,5.7508e+06,3.6625,3,56,True,
179,47663.6,9411.3,1.67204,3,2,False,
180,122.898,3.64999e+06,3.465,3,2,False,
181,86.9414,5.15952e+06,4.11713,3,7,True,
182,104.275,4.30184e+06,3.84278,3,22,True,
183,71.3309,6.28867e+06,3.31389,3,30,True,
184,107.779,4.16198e+06,4.67338,3,46,True,
185,102.41,4.3802e+06,4.56671,3,2,False,
186,98.1699,4.56939e+06,4.01955,3,2,False,
187,15746.8,28486.8,5.64924,3,2,False,
188,102.038,4.39616e+06,2.0636,4,4,False,
190,103.981,4.31401e+06,1.83465,4,2,False,
191,22.6211,1.983e+07,1.52268,4,2,False,
192,64.326,6.97349e+06,2.32605,4,10,True,
193,23.9944,1.8695e+07,1.83822,4,3,False,
196,193.196,2.32187e+06,3.07131,26,2,False,
198,72.565,6.18171e+06,3.7764,4,2,False,
199,19.6569,2.28202e+07,3.41771,4,2,False,
200,116.544,3.84899e+06,4.00211,4,3,False,
201,155.187,2.89055e+06,4.77584,4,5,True,
202,60.7523,7.38368e+06,4.68628,4,21,True,
203,108.451,4.1362e+06,5.94115,4,56,True,
205,1302.61,344368,1.85586,7,2,False,
206,124.688,3.59757e+06,2.89476,5,18,True,
207,982.957,456354,2.0805,5,2,False,
214,127.852,3.50855e+06,1.46232,5,3,False,
215,25.1465,1.78385e+07,1.79082,5,2,False,
216,20.3327,2.20618e+07,1.27465,5,2,False,
217,69.7102,6.43487e+06,3.59723,5,3,False,
220,147.119,3.04908e+06,3.16909,5,4,False,
221,82.9727,5.40631e+06,4.13784,5,100,True,
222,578.381,775572,4.05042,5,2,False,
223,1616.51,277496,4.10058,5,2,False,
226,76.2011,5.88674e+06,4.34789,5,26,True,
227,358.038,1.25287e+06,5.60832,54,3,False,
228,85.2662,5.26089e+06,5.51548,5,39,True,
231,70.2842,6.38232e+06,2.51797,6,13,True,
232,86.5115,5.18516e+06,3.00704,18,2,False,
238,458.462,978437,1.49296,6,2,False,
239,103.702,4.32563e+06,1.94612,6,2,False,
240,986.409,454757,2.32474,6,2,False,
241,1318.51,340216,3.54306,6,3,False,
242,961.803,466391,3.16343,6,2,False,
244,184.419,2.43238e+06,3.77815,6,7,True,
245,53.968,8.31189e+06,3.86465,6,3,False,
249,540.949,829239,4.86699,16,2,False,
250,56.7162,7.90914e+06,2.93658,0,4,False,
252,93.397,4.8029e+06,3.80192,7,64,True,
255,23.6157,1.89948e+07,2.15843,7,3,False,
258,2031.72,220786,1.29324,7,2,False,
259,91.3451,4.91079e+06,1.88686,8,2,False,
263,91.3348,4.91134e+06,2.80953,7,2,False,
264,92.7065,4.83867e+06,2.83141,7,17,True,
265,39.0156,1.14974e+07,2.48362,7,9,True,
267,118.064,3.79944e+06,2.61278,7,12,True,
271,64.8086,6.92155e+06,3.61679,7,28,True,
272,610.472,734802,3.6625,7,2,False,
273,151.602,2.9589e+06,3.52345,7,3,False,
274,61.1186,7.33944e+06,3.66823,7,3,False,
276,66.4029,6.75537e+06,4.0004,7,11,True,
277,3125.79,143508,3.7992,32,2,False,
283,58.1733,7.71103e+06,2.12638,8,10,True,
284,41.4438,1.08237e+07,1.92675,8,4,False,
286,76.8598,5.83629e+06,1.29324,8,3,False,
287,39.4455,1.1372e+07,2.69239,8,18,True,
288,75.0875,5.97405e+06,1.76817,8,2,False,
292,63.5987,7.05323e+06,4.30044,8,35,True,
293,24.5516,1.82707e+07,3.7764,8,2,False,
294,1179.1,380441,3.68634,14,2,False,
296,57.6768,7.77742e+06,1.94227,9,5,True,
298,25.7768,1.74023e+07,2.15584,9,6,True,
299,463.524,967752,2.35705,9,2,False,
301,54.1893,8.27794e+06,2.4805,9,12,True,
303,62.2012,7.21169e+06,3.09134,9,8,True,
304,295.225,1.51944e+06,1.65508,9,6,False,
305,98.0572,4.57464e+06,1.63347,9,3,False,
306,41.0291,1.09331e+07,2.09988,9,3,False,
307,101.077,4.43797e+06,3.33515,9,2,False,
311,37.6459,1.19157e+07,1.6069,9,2,False,
312,85.2525,5.26174e+06,3.82532,9,63,True,
314,58.2446,7.70159e+06,3.84422,9,33,True,
315,67.4668,6.64885e+06,4.15162,9,66,True,
316,42.1547,1.06412e+07,3.35445,9,13,True,
318,168.994,2.65439e+06,3.5021,9,2,False,
319,121.748,3.68445e+06,5.1058,9,2,False,
320,242.805,1.84747e+06,1.91693,5,2,False,
321,233.924,1.91762e+06,2.76403,13,2,False,
322,222.626,2.01493e+06,2.11349,10,2,False,
324,283.556,1.58197e+06,1.46232,10,2,False,
326,192.21,2.33379e+06,2.13753,10,3,False,
331,284.029,1.57933e+06,4.10095,66,3,False,
333,84.7375,5.29372e+06,3.38885,10,26,True,
334,88.0174,5.09645e+06,3.56293,10,2,False,
336,65.6147,6.83652e+06,3.25556,10,3,False,
338,117.616,3.81389e+06,6.11298,10,77,True,
340,326.777,1.37273e+06,1.84531,11,2,False,
342,114.041,3.93347e+06,1.93648,11,2,False,
343,39.9494,1.12286e+07,1.68458,11,4,False,
345,73.9848,6.06309e+06,2.19895,11,2,False,
352,74.6841,6.00631e+06,2.12723,11,17,True,
354,202.03,2.22035e+06,3.65836,11,10,True,
355,274.479,1.63428e+06,4.41723,20,2,False,
356,45.449,9.86987e+06,3.57616,11,2,False,
357,61.5461,7.28846e+06,3.62785,11,17,True,
359,228.236,1.96541e+06,1.77198,12,3,False,
361,569.937,787062,2.15324,12,2,False,
364,174.716,2.56746e+06,1.50297,13,3,False,
366,88.9165,5.04491e+06,1.3115,12,2,False,
367,420.247,1.06741e+06,2.0289,12,2,False,
368,97.2237,4.61386e+06,1.71725,12,6,True,
369,88.3228,5.07883e+06,1.82387,12,2,False,
371,200.841,2.23349e+06,3.12583,12,2,False,
372,356.124,1.25961e+06,3.03969,12,2,False,
373,269.908,1.66196e+06,3.64161,12,2,False,
375,217.715,2.06039e+06,3.2849,12,4,False,
376,90.2937,4.96797e+06,3.77486,12,2,False,
377,1377.09,325742,4.95309,14,2,False,
378,96.588,4.64422e+06,2.1017,13,9,True,
379,58.8193,7.62634e+06,2.29812,13,2,False,
380,151.031,2.9701e+06,1.96511,13,2,False,
381,44.3626,1.01116e+07,2.52358,13,8,True,
382,71.9793,6.23202e+06,1.98376,13,2,False,
384,436.34,1.02804e+06,3.74621,15,3,False,
385,15653.4,28656.8,1.96511,13,2,False,
387,98.2633,4.56504e+06,3.04929,13,4,False,
390,131.545,3.41006e+06,3.53656,13,3,False,
392,741.191,605210,4.0701,13,2,False,
393,15.828,2.83407e+07,3.73879,13,3,False,
401,307.88,1.45698e+06,2.34425,14,2,False,
402,1164.09,385344,2.93479,27,2,False,
404,78.6673,5.7022e+06,2.23224,14,11,True,
408,1286.71,348621,3.68634,19,3,False,
411,83.009,5.40395e+06,3.86183,14,2,False,
412,62.8662,7.13541e+06,2.19974,15,19,True,
413,61.2651,7.32189e+06,1.94612,15,2,False,
415,52.3676,8.56591e+06,2.44523,15,4,False,
418,162.142,2.76657e+06,4.128,15,3,False,
419,52.3511,8.56861e+06,3.38185,16,2,False,
420,135.142,3.3193e+06,4.68253,15,2,False,
421,75.1007,5.973e+06,2.44814,10,3,False,
424,1420.37,315816,2.65219,16,2,False,
425,2014.64,222658,2.12157,16,2,False,
427,520.766,861377,2.58869,16,3,False,
434,609.001,736577,1.57961,16,2,False,
436,239.232,1.87507e+06,1.7332,16,2,False,
437,177.464,2.52771e+06,2.16487,16,4,False,
438,75.2563,5.96065e+06,3.42866,16,2,False,
440,71.4554,6.27771e+06,3.92905,16,8,True,
442,128.033,3.5036e+06,3.80557,16,8,True,
444,62.1315,7.21978e+06,3.94054,8,6,True,
445,588.815,761829,5.02708,12,2,False,
446,265.524,1.6894e+06,1.89699,24,2,False,
447,47.1907,9.50562e+06,1.86284,17,6,True,
450,204.722,2.19115e+06,2.21374,17,4,False,
452,54.7621,8.19136e+06,2.22831,17,4,False,
453,20.4686,2.19154e+07,1.50793,17,2,False,
455,834.686,537419,3.03325,17,2,False,
456,364.229,1.23158e+06,2.56831,17,2,False,
458,111.661,4.01731e+06,1.59789,17,3,False,
459,116.946,3.83576e+06,3.56546,17,6,True,
460,159.878,2.80574e+06,3.54822,17,3,False,
461,312.485,1.43551e+06,3.86465,17,3,False,
462,61.543,7.28882e+06,5.33273,17,2,False,
468,95.4664,4.69879e+06,2.56831,18,3,False,
473,105.274,4.26105e+06,1.68458,18,2,False,
478,106.544,4.21023e+06,3.46009,18,6,True,
479,569.48,787695,3.66594,18,2,False,
480,17.0431,2.63202e+07,3.47128,18,2,False,
481,83.2078,5.39103e+06,3.90051,18,30,True,
482,43.1194,1.04031e+07,4.5785,18,5,True,
483,170.41,2.63234e+06,5.10066,6,10,True,
484,70.2131,6.38879e+06,3.1831,13,2,False,
485,77.921,5.7568e+06,1.57961,19,2,False,
486,86.5166,5.18486e+06,2.24977,19,2,False,
489,111.866,4.00996e+06,2.14204,19,7,True,
492,158.231,2.83495e+06,2.6802,19,2,False,
494,83.9515,5.34328e+06,1.41995,19,3,False,
495,97.1729,4.61627e+06,2.08648,19,7,True,
496,1635.36,274298,1.39808,19,2,False,
499,1811.6,247614,4.47495,76,3,False,
500,1001.56,447878,4.56926,35,3,False,
501,75.7812,5.91936e+06,4.02436,19,2,False,
502,764.519,586743,4.50755,19,3,False,
503,15484.5,28969.4,3.64862,19,2,False,
504,111.121,4.03682e+06,5.00051,19,32,True,
505,77.5204,5.78656e+06,5.17838,19,8,True,
506,136.57,3.28458e+06,1.80196,20,2,False,
507,649.124,691049,1.54202,20,3,False,
509,63.5207,7.06189e+06,3.42429,20,16,True,
511,186.997,2.39884e+06,1.80196,20,3,False,
515,192.44,2.33099e+06,1.72126,20,2,False,
