Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
0,331.258,1.35571e+06,3.41246,0,6,False,
1,24.8902,1.80428e+07,3.34752,0,4,False,
2,169.596,2.64801e+06,4.79068,0,26,True,
4,95.0872,4.72293e+06,3.24353,0,12,True,
7,75.6631,5.9354e+06,2.56485,0,8,True,
8,84.014,5.34542e+06,3.96831,0,31,True,
9,388.894,1.15479e+06,3.16163,0,2,False,
10,76.8581,5.84311e+06,3.61657,0,16,True,
12,37.5468,1.19608e+07,3.81144,0,2,False,
15,80.1968,5.59986e+06,4.14519,0,14,True,
17,470.635,954223,4.1767,0,2,False,
19,679.58,660835,3.92852,0,3,False,
20,100.274,4.47862e+06,4.21447,0,24,True,
21,88.349,5.08314e+06,3.90872,0,24,True,
22,112.139,4.00476e+06,3.51974,0,82,True,
23,82.1631,5.46585e+06,3.81994,0,2,False,
24,63.5667,7.06487e+06,3.60072,0,10,True,
26,83.9513,5.34942e+06,4.13161,0,18,True,
27,25.8442,1.73769e+07,1.98452,0,2,False,
28,18.6268,2.41099e+07,2.98968,0,2,False,
29,57.8075,7.76873e+06,3.50806,0,2,False,
31,96.4765,4.65492e+06,2.52961,0,2,False,
32,75.9835,5.91037e+06,2.82604,0,6,True,
33,1661.49,270294,4.27561,3,3,False,
34,23.9081,1.87841e+07,2.44033,0,3,False,
36,63.6974,7.05037e+06,3.72069,0,4,False,
38,222.086,2.02215e+06,3.58688,0,7,True,
39,45.5131,9.86727e+06,2.90653,0,6,True,
41,224.753,1.99815e+06,4.03027,3,2,False,
42,56.3281,7.97276e+06,2.56556,0,7,True,
43,76.6037,5.86252e+06,2.51931,0,2,False,
44,28.0695,1.59992e+07,2.85112,0,2,False,
49,174.991,2.56637e+06,1.65207,0,2,False,
50,306.991,1.46288e+06,1.60152,0,2,False,
51,99.746,4.50234e+06,2.62252,0,16,True,
54,114.002,3.93932e+06,2.83009,0,10,True,
57,163.132,2.75293e+06,4.24903,0,2,False,
58,387.467,1.15904e+06,4.00011,0,5,False,
59,134.35,3.3427e+06,4.68311,0,2,False,
62,67.0914,6.69371e+06,4.27521,0,18,True,
63,47718.2,9411.3,4.46311,0,2,False,
64,114.293,3.92929e+06,4.05688,0,5,True,
66,267.506,1.67881e+06,4.73357,0,4,False,
67,87.7876,5.11565e+06,4.97377,0,21,True,
69,81.2284,5.52874e+06,3.63794,0,2,False,
70,88.5748,5.07019e+06,4.71127,0,2,False,
71,75.8334,5.92207e+06,4.66028,0,43,True,
72,313.773,1.43126e+06,4.40303,44,3,False,
74,85.6006,5.24635e+06,4.34489,0,56,True,
75,570.939,786583,4.24658,0,3,False,
76,796.334,563948,4.72391,0,2,False,
77,139.781,3.21281e+06,4.0811,0,33,True,
78,453.209,990912,4.3667,0,2,False,
79,91.1672,4.92601e+06,4.65586,0,40,True,
81,339.657,1.32219e+06,4.4952,0,2,False,
83,721.737,622236,4.98598,0,3,False,
84,145.131,3.09437e+06,5.09322,0,56,True,
85,76.4844,5.87166e+06,4.67914,0,6,True,
86,34.5816,1.29864e+07,4.61672,0,2,False,
87,121.533,3.69521e+06,5.5893,0,30,True,
88,2993.21,150036,5.7059,70,2,False,
89,47718.2,9411.3,5.49789,58,2,False,
90,1210.93,370864,5.58147,0,4,False,
91,186.568,2.40712e+06,5.24108,0,6,True,
92,173.969,2.58144e+06,5.27531,0,7,True,
94,76.4778,5.87217e+06,5.1464,0,6,True,
96,115.413,3.89116e+06,5.39098,0,4,False,
97,460.38,975478,5.08677,0,4,False,
99,214.047,2.09809e+06,3.50935,51,3,False,
100,168.071,2.67202e+06,4.90707,0,14,True,
102,107.611,4.17327e+06,5.15884,0,38,True,
103,375.494,1.196e+06,5.60973,0,3,False,
104,47718.2,9411.3,5.21346,16,2,False,
105,314.839,1.42642e+06,5.68111,0,8,True,
106,152.607,2.94279e+06,5.91014,0,21,True,
107,87.9431,5.1066e+06,5.55342,0,24,True,
108,112.941,3.97631e+06,6.34319,0,77,True,
109,118.86,3.77831e+06,4.62819,0,39,True,
110,200.727,2.23731e+06,6.02632,0,39,True,
111,1290.75,347931,5.96554,0,3,False,
112,295.331,1.52063e+06,6.39957,0,2,False,
113,150.865,2.97677e+06,6.6526,0,68,True,
114,1036.9,433110,6.20059,0,2,False,
115,114.505,3.922e+06,6.33437,0,100,True,
116,150.109,2.99176e+06,5.71609,0,100,True,
117,734.931,611065,6.33989,37,2,False,
118,110.43,4.06673e+06,6.60324,0,100,True,
119,159.687,2.81233e+06,6.29493,0,100,True,
120,175.305,2.56177e+06,6.89902,0,100,True,
121,100.876,4.45189e+06,6.2608,0,100,True,
122,143.877,3.12134e+06,6.70283,0,91,True,
123,133.592,3.36167e+06,6.996,0,71,True,
124,143.302,3.13388e+06,6.77635,0,100,True,
125,118.093,3.80286e+06,6.47246,0,100,True,
127,259.81,1.72853e+06,7.10234,87,2,False,
128,163.376,2.74882e+06,6.9516,0,17,True,
129,1274.74,352300,8.20887,96,4,False,
130,149.706,2.99982e+06,7.21733,0,100,True,
132,160.173,2.80378e+06,7.93402,0,100,True,
133,162.993,2.75528e+06,2.9228,1,2,False,
137,54.3697,8.25994e+06,2.99399,1,3,False,
138,899.141,499466,2.5665,1,6,False,
141,501.929,894729,4.37645,1,2,False,
143,54.5295,8.23573e+06,2.33816,1,2,False,
147,954.064,470713,2.14729,1,2,False,
148,106.723,4.208e+06,2.78983,1,2,False,
149,58.163,7.72124e+06,3.60119,1,6,True,
150,436.812,1.02811e+06,2.57306,1,3,False,
151,123.474,3.63712e+06,2.24728,1,2,False,
154,29.5979,1.5173e+07,3.15617,1,4,False,
157,95.7846,4.68855e+06,3.55225,1,22,True,
158,45.3652,9.89944e+06,3.73538,1,8,True,
159,698.882,642585,3.70342,1,2,False,
160,81.179,5.5321e+06,4.74724,1,6,True,
161,103.745,4.32879e+06,4.80437,1,100,True,
163,131.579,3.41308e+06,2.44406,2,2,False,
166,106.127,4.23163e+06,3.99539,10,2,False,
167,115.295,3.89514e+06,2.03058,2,3,False,
168,326.444,1.3757e+06,2.03619,2,2,False,
170,48.5124,9.25724e+06,3.20205,2,7,True,
171,107.293,4.18566e+06,3.82182,2,3,False,
172,60.4543,7.42859e+06,3.69706,2,2,False,
173,770.423,582914,2.97008,2,2,False,
174,112.766,3.9825e+06,3.44854,2,4,False,
175,248.099,1.81013e+06,2.95009,2,5,False,
177,116.005,3.87131e+06,4.01414,2,2,False,
178,137.13,3.27494e+06,4.92103,2,9,True,
179,53.3654,8.41539e+06,3.98724,2,7,True,
181,51.4223,8.73339e+06,4.48619,2,8,True,
182,76.7516,5.85122e+06,4.36996,2,2,False,
183,209.333,2.14534e+06,3.69386,2,2,False,
184,62.4041,7.19649e+06,4.03027,2,2,False,
186,106.831,4.20376e+06,4.50851,2,30,True,
187,81.9287,5.48148e+06,4.14256,2,2,False,
188,93.5631,4.79987e+06,4.91257,2,10,True,
190,638.529,703321,4.67834,5,2,False,
191,112.185,4.00312e+06,4.12088,2,4,False,
192,76.8775,5.84164e+06,5.39141,2,34,True,
193,15325.3,29303.8,5.12572,5,3,False,
194,173.639,2.58635e+06,5.72254,2,18,True,
195,253.97,1.76828e+06,6.26718,34,2,False,
196,125.367,3.58222e+06,6.97174,2,66,True,
197,149.316,3.00764e+06,7.13673,2,100,True,
200,24.9699,1.79853e+07,2.1622,3,2,False,
202,98.8518,4.54307e+06,2.97993,3,4,False,
203,114.471,3.92318e+06,2.62408,3,3,False,
204,138.093,3.25208e+06,3.53016,3,5,True,
205,1664.73,269768,3.77081,3,2,False,
207,37.5462,1.1961e+07,2.5398,3,2,False,
210,186.848,2.40351e+06,3.11365,3,5,True,
211,61.2801,7.32848e+06,2.48775,3,2,False,
212,111.032,4.04468e+06,3.23005,3,4,False,
214,325.032,1.38168e+06,3.69386,3,2,False,
219,553.902,810776,4.53599,3,2,False,
221,1120.16,400915,4.07933,3,2,False,
222,96.0844,4.67392e+06,4.7451,3,8,True,
223,52.3746,8.57458e+06,5.16511,3,7,True,
224,107.503,4.17748e+06,6.3955,3,19,True,
225,86.6941,5.18017e+06,6.22481,3,2,False,
226,121.71,3.68984e+06,7.8247,3,10,True,
227,960.111,467749,2.68146,4,2,False,
228,90.8099,4.94539e+06,2.06379,4,3,False,
230,387.126,1.16006e+06,3.02152,4,2,False,
236,79.778,5.62926e+06,2.38069,4,4,False,
238,172.57,2.60236e+06,2.72454,4,2,False,
240,1303.27,344587,3.44033,4,2,False,
241,210.94,2.129e+06,2.30664,4,4,False,
242,51.8489,8.66153e+06,2.96346,5,2,False,
245,457.701,981188,4.31991,4,4,False,
247,1149.6,390651,4.42995,4,2,False,
248,159.372,2.81788e+06,4.09658,4,2,False,
252,261.527,1.71719e+06,4.23795,4,2,False,
255,44.2985,1.01378e+07,5.28656,4,6,True,
256,90.4743,4.96374e+06,4.41473,4,14,True,
257,93.4682,4.80474e+06,5.79943,4,100,True,
258,70.6032,6.36077e+06,5.33303,4,18,True,
259,1761.21,254990,5.5955,27,3,False,
260,126.367,3.55385e+06,4.54877,15,6,True,
264,71.6401,6.2687e+06,2.5054,5,3,False,
267,272.609,1.64738e+06,1.68441,5,3,False,
269,30.3892,1.47779e+07,2.10118,5,2,False,
271,94.4467,4.75496e+06,2.68439,5,9,True,
273,49.6961,9.03674e+06,2.88041,5,4,False,
274,481.211,933252,2.61784,5,2,False,
275,117.964,3.80702e+06,2.5499,5,2,False,
276,45.6046,9.84749e+06,2.477,5,2,False,
277,119.002,3.77382e+06,3.39577,5,28,True,
279,156.443,2.87063e+06,2.78704,5,17,True,
280,29.885,1.50273e+07,2.72454,13,2,False,
281,127.565,3.52047e+06,4.50536,5,9,True,
283,71.5431,6.2772e+06,4.78637,5,14,True,
284,87.082,5.1571e+06,3.74632,5,12,True,
287,146.099,3.07387e+06,4.67766,5,7,True,
289,481.753,932201,6.15249,5,4,False,
290,186.493,2.40809e+06,3.68744,0,3,False,
291,410.327,1.09447e+06,3.99539,6,2,False,
295,101.638,4.41852e+06,2.5398,6,6,True,
303,68.1779,6.58704e+06,4.29839,6,9,True,
305,483.861,928139,4.41917,8,2,False,
308,199.473,2.25138e+06,4.01762,6,4,False,
311,51.3194,8.7509e+06,3.53617,6,5,True,
314,77.6382,5.7844e+06,4.9801,6,6,True,
317,47718.2,9411.3,4.12816,1,2,False,
318,396.276,1.13328e+06,3.15617,7,2,False,
321,30.2226,1.48594e+07,3.46476,7,5,True,
326,60.1379,7.46768e+06,2.49232,7,7,True,
327,65.0339,6.90549e+06,2.67261,7,5,True,
328,36.7028,1.22359e+07,2.93654,7,3,False,
329,89.732,5.0048e+06,2.78455,7,3,False,
330,936.762,479407,5.02166,7,3,False,
331,189.659,2.36788e+06,4.2618,7,2,False,
332,87.3719,5.13999e+06,4.16943,7,6,True,
333,36.256,1.23866e+07,4.1507,8,2,False,
335,39.8934,1.12573e+07,4.20396,7,4,False,
336,56.2214,7.98789e+06,4.44214,7,5,True,
338,88.8043,5.05708e+06,4.9945,7,41,True,
341,691.893,649075,5.06913,7,2,False,
342,128.644,3.49096e+06,4.65659,2,3,False,
343,120.621,3.72316e+06,3.31581,8,5,True,
344,168.638,2.66305e+06,3.31922,8,6,True,
345,130.479,3.44187e+06,2.9228,8,3,False,
346,59.6453,7.52936e+06,2.80551,8,2,False,
347,252.188,1.78078e+06,2.17689,8,2,False,
349,196.568,2.28465e+06,2.13216,8,2,False,
351,100.776,4.45634e+06,3.72003,8,7,True,
353,29.7563,1.50923e+07,2.90887,8,2,False,
354,115.687,3.88193e+06,2.89474,8,9,True,
357,152.825,2.9386e+06,4.16478,8,2,False,
359,869.405,516549,4.19431,8,2,False,
360,77.8343,5.76983e+06,4.70615,8,48,True,
361,2088.36,215045,4.18847,8,2,False,
363,70.3348,6.38504e+06,3.40572,8,8,True,
366,75.1668,5.97458e+06,4.78698,8,2,False,
368,118.982,3.77445e+06,5.12215,2,3,False,
369,312.963,1.43496e+06,3.84775,9,3,False,
370,410.01,1.09532e+06,3.05237,9,3,False,
371,324.404,1.38436e+06,1.98452,9,3,False,
374,42.4964,1.05677e+07,2.55989,9,3,False,
376,122.776,3.65781e+06,2.86953,9,4,False,
377,484.139,927606,3.04628,11,2,False,
378,111.482,4.02838e+06,2.70753,9,2,False,
383,178.037,2.52246e+06,4.08482,9,17,True,
384,66.9954,6.70331e+06,4.37357,9,9,True,
385,632.165,710401,4.67595,12,2,False,
386,149.982,2.99429e+06,4.14285,9,7,True,
387,41.6916,1.07717e+07,3.84775,9,2,False,
