NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_L_7_2_real 2024-09-25 16-50-27.nano,
Operator Name,,
Time Captured,16:50:27  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_L_7_2_real 2024-09-25 16-50-35,1000x_L_7_2_real 2024-09-25 16-52-10,1000x_L_7_2_real 2024-09-25 16-53-51,1000x_L_7_2_real 2024-09-25 16-55-35,1000x_L_7_2_real 2024-09-25 16-57-17,
,,,,,,
[Conditions],,,,,,
Temperature/C,21.581,21.623,21.632,21.613,21.620,
Viscosity/cP,0.962504,0.961538,0.961332,0.961768,0.961607,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,12,11,11,11,11,
Slider Shutter,1200,890,890,890,890,
Slider Gain,146,146,146,146,146,
Shutter/ms,30.000000,22.250000,22.250000,22.250000,22.250000,
Camera Histogram Upper Limit,11529,16380,16380,16380,16380,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,2,2,2,2,2,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,10.4643,10.3863,10.1920,10.5638,10.4327,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
1734.0,0,0,0,0,201105804,40221161,40221161,
1738.0,0,0,0,0,180724484,36144897,36144897,
1742.0,0,0,0,0,162352937,32470587,32470587,
1746.0,0,0,0,0,145799480,29159896,29159896,
1750.0,0,0,0,0,130889969,26177994,26177994,
1754.0,0,0,0,0,117466281,23493256,23493256,
1758.0,0,0,0,0,105384909,21076982,21076982,
1762.0,0,0,0,0,94515682,18903136,18903136,
1766.0,0,0,0,0,84740582,16948116,16948116,
1770.0,0,0,0,0,75952665,15190533,15190533,
1774.0,0,0,0,0,68055067,13611013,13611013,
1778.0,0,0,0,0,60960099,12192020,12192020,
1782.0,0,0,0,0,54588412,10917682,10917682,
1786.0,0,0,0,0,48868243,9773649,9773649,
1790.0,0,0,0,0,43734715,8746943,8746943,
1794.0,0,0,0,0,39129206,7825841,7825841,
1798.0,0,0,0,0,34998770,6999754,6999754,
1802.0,0,0,0,0,31295604,6259121,6259121,
1806.0,0,0,0,0,27976576,5595315,5595315,
1810.0,0,0,0,0,25002777,5000555,5000555,
1814.0,0,0,0,0,22339129,4467826,4467826,
1818.0,0,0,0,0,19954015,3990803,3990803,
1822.0,0,0,0,0,17818955,3563791,3563791,
1826.0,0,0,0,0,15908302,3181660,3181660,
1830.0,0,0,0,0,14198971,2839794,2839794,
1834.0,0,0,0,0,12670190,2534038,2534038,
1838.0,0,0,0,0,11303276,2260655,2260655,
1842.0,0,0,0,0,10081434,2016287,2016287,
1846.0,0,0,0,0,8989566,1797913,1797913,
1850.0,0,0,0,0,8014111,1602822,1602822,
1854.0,0,0,0,0,7142890,1428578,1428578,
1858.0,0,0,0,0,6364967,1272993,1272993,
1862.0,0,0,0,0,5670531,1134106,1134106,
1866.0,0,0,0,0,5050779,1010156,1010156,
1870.0,0,0,0,0,4497817,899563,899563,
1874.0,0,0,0,0,4004567,800913,800913,
1878.0,0,0,0,0,3564687,712937,712937,
1882.0,0,0,0,0,3172496,634499,634499,
1886.0,0,0,0,0,2822904,564581,564581,
1890.0,0,0,0,0,2511355,502271,502271,
1894.0,0,0,0,0,2233772,446754,446754,
1898.0,0,0,0,0,1986506,397301,397301,
1902.0,0,0,0,0,1766293,353259,353259,
1906.0,0,0,0,0,1570215,314043,314043,
1910.0,0,0,0,0,1395663,279133,279133,
1914.0,0,0,0,0,1240305,248061,248061,
1918.0,0,0,0,0,1102059,220412,220412,
1922.0,0,0,0,0,979063,195813,195813,
1926.0,0,0,0,0,869657,173931,173931,
1930.0,0,0,0,0,772357,154471,154471,
1934.0,0,0,0,0,685840,137168,137168,
1938.0,0,0,0,0,608924,121785,121785,
1942.0,0,0,0,0,540556,108111,108111,
1946.0,0,0,0,0,479797,95959,95959,
1950.0,0,0,0,0,425808,85162,85162,
1954.0,0,0,0,0,377844,75569,75569,
1958.0,0,0,0,0,335239,67048,67048,
1962.0,0,0,0,0,297400,59480,59480,
1966.0,0,0,0,0,263800,52760,52760,
1970.0,0,0,0,0,233967,46793,46793,
1974.0,0,0,0,0,207484,41497,41497,
1978.0,0,0,0,0,183977,36795,36795,
1982.0,0,0,0,0,163115,32623,32623,
1986.0,0,0,0,0,144603,28921,28921,
1990.0,0,0,0,0,128179,25636,25636,
1994.0,0,0,0,0,113609,22722,22722,
1998.0,0,0,0,0,100685,20137,20137,
2002.0,0,0,0,0,89222,17844,17844,
2006.0,0,0,0,0,79058,15812,15812,
2010.0,0,0,0,0,70045,14009,14009,
2014.0,0,0,0,0,62054,12411,12411,
2018.0,0,0,0,0,54970,10994,10994,
2022.0,0,0,0,0,48691,9738,9738,
2026.0,0,0,0,0,43126,8625,8625,
2030.0,0,0,0,0,38194,7639,7639,
2034.0,0,0,0,0,33823,6765,6765,
2038.0,0,0,0,0,29951,5990,5990,
2042.0,0,0,0,0,26520,5304,5304,
2046.0,0,0,0,0,23481,4696,4696,
2050.0,0,0,0,0,20789,4158,4158,
2054.0,0,0,0,0,18404,3681,3681,
2058.0,0,0,0,0,16292,3258,3258,
2062.0,0,0,0,0,14422,2884,2884,
2066.0,0,0,0,0,12765,2553,2553,
2070.0,0,0,0,0,11299,2260,2260,
2074.0,0,0,0,0,10000,2000,2000,
2078.0,0,0,0,0,8850,1770,1770,
2082.0,0,0,0,0,7833,1567,1567,
2086.0,0,0,0,0,6932,1386,1386,
2090.0,0,0,0,0,6134,1227,1227,
2094.0,0,0,0,0,5428,1086,1086,
2098.0,0,0,0,0,4803,961,961,
2102.0,0,0,0,0,4250,850,850,
2106.0,0,0,0,0,3761,752,752,
2110.0,0,0,0,0,3327,665,665,
2114.0,0,0,0,0,2944,589,589,
2118.0,0,0,0,0,2605,521,521,
2122.0,0,0,0,0,2305,461,461,
2126.0,0,0,0,0,2039,408,408,
2130.0,0,0,0,0,1804,361,361,
2134.0,0,0,0,0,1596,319,319,
2138.0,0,0,0,0,1412,282,282,
2142.0,0,0,0,0,1249,250,250,
2146.0,0,0,0,0,1105,221,221,
2150.0,0,0,0,0,978,196,196,
2154.0,0,0,0,0,865,173,173,
2158.0,0,0,0,0,765,153,153,
2162.0,0,0,0,0,677,135,135,
2166.0,0,0,0,0,599,120,120,
2170.0,0,0,0,0,530,106,106,
2174.0,0,0,0,0,469,94,94,
2178.0,0,0,0,0,415,83,83,
2182.0,0,0,0,0,367,73,73,
2186.0,0,0,0,0,325,65,65,
2190.0,0,0,0,0,287,57,57,
2194.0,0,0,0,0,254,51,51,
2198.0,0,0,0,0,225,45,45,
2202.0,0,0,0,0,199,40,40,
2206.0,0,0,0,0,176,35,35,
2210.0,0,0,0,0,156,31,31,
2214.0,0,0,0,0,138,28,28,
2218.0,0,0,0,0,122,24,24,
2222.0,0,0,0,0,108,22,22,
2226.0,0,0,0,0,96,19,19,
2230.0,0,0,0,0,85,17,17,
2234.0,0,0,0,0,75,15,15,
2238.0,0,0,0,0,66,13,13,
2242.0,0,0,0,0,59,12,12,
2246.0,0,0,0,0,52,10,10,
2250.0,0,0,0,0,46,9,9,
2254.0,0,0,0,0,41,8,8,
2258.0,0,0,0,0,36,7,7,
2262.0,0,0,0,0,32,6,6,
2266.0,0,0,0,0,28,6,6,
2270.0,0,0,0,0,25,5,5,
2274.0,0,0,0,0,22,4,4,
2278.0,0,0,0,0,20,4,4,
2282.0,0,0,0,0,17,3,3,
2286.0,0,0,0,0,15,3,3,
2290.0,0,0,0,0,14,3,3,
2294.0,0,0,0,0,12,2,2,
2298.0,0,0,0,0,11,2,2,
2302.0,0,0,0,0,9,2,2,
2306.0,0,0,0,0,8,2,2,
2310.0,0,0,0,0,7,1,1,
2314.0,0,0,0,0,7,1,1,
2318.0,0,0,0,0,6,1,1,
2322.0,0,0,0,0,5,1,1,
2326.0,0,0,0,0,5,0,0,
2330.0,0,0,0,0,4,0,0,
2334.0,0,0,0,0,4,0,0,
2338.0,0,0,0,0,3,0,0,
2342.0,0,0,0,0,3,0,0,
2346.0,0,0,0,0,3,0,0,
2350.0,0,0,0,0,2,0,0,
2354.0,0,0,0,0,2,0,0,
2358.0,0,0,0,0,2,0,0,
2362.0,0,0,0,0,2,0,0,
2366.0,0,0,0,0,1,0,0,
2370.0,0,0,0,0,1,0,0,
2374.0,0,0,0,0,1,0,0,
2378.0,0,0,0,0,0,0,0,
2382.0,0,0,0,0,0,0,0,
2386.0,0,0,0,0,0,0,0,
2390.0,0,0,0,0,0,0,0,
2394.0,0,0,0,0,0,0,0,
2398.0,0,0,0,0,0,0,0,
2402.0,0,0,0,0,0,0,0,
2406.0,0,0,0,0,0,0,0,
2410.0,0,0,0,0,0,0,0,
2414.0,0,0,0,0,0,0,0,
2418.0,0,0,0,0,0,0,0,
2422.0,0,0,0,0,0,0,0,
2426.0,0,0,0,0,0,0,0,
2430.0,0,0,0,0,0,0,0,
2434.0,0,0,0,0,0,0,0,
2438.0,0,0,0,0,0,0,0,
2442.0,0,0,0,0,0,0,0,
2446.0,0,0,0,0,0,0,0,
2450.0,0,0,0,0,0,0,0,
2454.0,0,0,0,0,0,0,0,
2458.0,0,0,0,0,0,0,0,
2462.0,0,0,0,0,0,0,0,
2466.0,0,0,0,0,0,0,0,
2470.0,0,0,0,0,0,0,0,
2474.0,0,0,0,0,0,0,0,
2478.0,0,0,0,0,0,0,0,
2482.0,0,0,0,0,0,0,0,
2486.0,0,0,0,0,0,0,0,
2490.0,0,0,0,0,0,0,0,
2494.0,0,0,0,0,0,0,0,
2498.0,0,0,0,0,0,0,0,
2502.0,0,0,0,0,0,0,0,
2506.0,0,0,0,0,0,0,0,
2510.0,0,0,0,0,0,0,0,
2514.0,0,0,0,0,0,0,0,
2518.0,0,0,0,0,0,0,0,
2522.0,0,0,0,0,0,0,0,
2526.0,0,0,0,0,0,0,0,
2530.0,0,0,0,0,0,0,0,
2534.0,0,0,0,0,0,0,0,
2538.0,0,0,0,0,0,0,0,
2542.0,0,0,0,0,0,0,0,
2546.0,0,0,0,0,0,0,0,
2550.0,0,0,0,0,0,0,0,
2554.0,0,0,0,0,0,0,0,
2558.0,0,0,0,0,0,0,0,
2562.0,0,0,0,0,0,0,0,
2566.0,0,0,0,0,0,0,0,
2570.0,0,0,0,0,0,0,0,
2574.0,0,0,0,0,0,0,0,
2578.0,0,0,0,0,0,0,0,
2582.0,0,0,0,0,0,0,0,
2586.0,0,0,0,0,0,0,0,
2590.0,0,0,0,0,0,0,0,
2594.0,0,0,0,0,0,0,0,
2598.0,0,0,0,0,0,0,0,
2602.0,0,0,0,0,0,0,0,
2606.0,0,0,0,0,0,0,0,
2610.0,0,0,0,0,0,0,0,
2614.0,0,0,0,0,0,0,0,
2618.0,0,0,0,0,0,0,0,
2622.0,0,0,0,0,0,0,0,
2626.0,0,0,0,0,0,0,0,
2630.0,0,0,0,0,0,0,0,
2634.0,0,0,0,0,0,0,0,
2638.0,0,0,0,0,0,0,0,
2642.0,0,0,0,0,0,0,0,
2646.0,0,0,0,0,0,0,0,
2650.0,0,0,0,0,0,0,0,
2654.0,0,0,0,0,0,0,0,
2658.0,0,0,0,0,0,0,0,
2662.0,0,0,0,0,0,0,0,
2666.0,0,0,0,0,0,0,0,
2670.0,0,0,0,0,0,0,0,
2674.0,0,0,0,0,0,0,0,
2678.0,0,0,0,0,0,0,0,
2682.0,0,0,0,0,0,0,0,
2686.0,0,0,0,0,0,0,0,
2690.0,0,0,0,0,0,0,0,
2694.0,0,0,0,0,0,0,0,
2698.0,0,0,0,0,0,0,0,
2702.0,0,0,0,0,0,0,0,
2706.0,0,0,0,0,0,0,0,
2710.0,0,0,0,0,0,0,0,
2714.0,0,0,0,0,0,0,0,
2718.0,0,0,0,0,0,0,0,
2722.0,0,0,0,0,0,0,0,
2726.0,0,0,0,0,0,0,0,
2730.0,0,0,0,0,0,0,0,
2734.0,0,0,0,0,0,0,0,
2738.0,0,0,0,0,0,0,0,
2742.0,0,0,0,0,0,0,0,
2746.0,0,0,0,0,0,0,0,
2750.0,0,0,0,0,0,0,0,
2754.0,0,0,0,0,0,0,0,
2758.0,0,0,0,0,0,0,0,
2762.0,0,0,0,0,0,0,0,
2766.0,0,0,0,0,0,0,0,
2770.0,0,0,0,0,0,0,0,
2774.0,0,0,0,0,0,0,0,
2778.0,0,0,0,0,0,0,0,
2782.0,0,0,0,0,0,0,0,
2786.0,0,0,0,0,0,0,0,
2790.0,0,0,0,0,0,0,0,
2794.0,0,0,0,0,0,0,0,
2798.0,0,0,0,0,0,0,0,
2802.0,0,0,0,0,0,0,0,
2806.0,0,0,0,0,0,0,0,
2810.0,0,0,0,0,0,0,0,
2814.0,0,0,0,0,0,0,0,
2818.0,0,0,0,0,0,0,0,
2822.0,0,0,0,0,0,0,0,
2826.0,0,0,0,0,0,0,0,
2830.0,0,0,0,0,0,0,0,
2834.0,0,0,0,0,0,0,0,
2838.0,0,0,0,0,0,0,0,
2842.0,0,0,0,0,0,0,0,
2846.0,0,0,0,0,0,0,0,
2850.0,0,0,0,0,0,0,0,
2854.0,0,0,0,0,0,0,0,
2858.0,0,0,0,0,0,0,0,
2862.0,0,0,0,0,0,0,0,
2866.0,0,0,0,0,0,0,0,
2870.0,0,0,0,0,0,0,0,
2874.0,0,0,0,0,0,0,0,
2878.0,0,0,0,0,0,0,0,
2882.0,0,0,0,0,0,0,0,
2886.0,0,0,0,0,0,0,0,
2890.0,0,0,0,0,0,0,0,
2894.0,0,0,0,0,0,0,0,
2898.0,0,0,0,0,0,0,0,
2902.0,0,0,0,0,0,0,0,
2906.0,0,0,0,0,0,0,0,
2910.0,0,0,0,0,0,0,0,
2914.0,0,0,0,0,0,0,0,
2918.0,0,0,0,0,0,0,0,
2922.0,0,0,0,0,0,0,0,
2926.0,0,0,0,0,0,0,0,
2930.0,0,0,0,0,0,0,0,
2934.0,0,0,0,0,0,0,0,
2938.0,0,0,0,0,0,0,0,
2942.0,0,0,0,0,0,0,0,
2946.0,0,0,0,0,0,0,0,
2950.0,0,0,0,0,0,0,0,
2954.0,0,0,0,0,0,0,0,
2958.0,0,0,0,0,0,0,0,
2962.0,0,0,0,0,0,0,0,
2966.0,0,0,0,0,0,0,0,
2970.0,0,0,0,0,0,0,0,
2974.0,0,0,0,0,0,0,0,
2978.0,0,0,0,0,0,0,0,
2982.0,0,0,0,0,0,0,0,
2986.0,0,0,0,0,0,0,0,
2990.0,0,0,0,0,0,0,0,
2994.0,0,0,0,0,0,0,0,
2998.0,0,0,0,0,0,0,0,
3002.0,0,0,0,0,0,0,0,
3006.0,0,0,0,0,0,0,0,
3010.0,0,0,0,0,0,0,0,
3014.0,0,0,0,0,0,0,0,
3018.0,0,0,0,0,0,0,0,
3022.0,0,0,0,0,0,0,0,
3026.0,0,0,0,0,0,0,0,
3030.0,0,0,0,0,0,0,0,
3034.0,0,0,0,0,0,0,0,
3038.0,0,0,0,0,0,0,0,
3042.0,0,0,0,0,0,0,0,
3046.0,0,0,0,0,0,0,0,
3050.0,0,0,0,0,0,0,0,
3054.0,0,0,0,0,0,0,0,
3058.0,0,0,0,0,0,0,0,
3062.0,0,0,0,0,0,0,0,
3066.0,0,0,0,0,0,0,0,
3070.0,0,0,0,0,0,0,0,
3074.0,0,0,0,0,0,0,0,
3078.0,0,0,0,0,0,0,0,
3082.0,0,0,0,0,0,0,0,
3086.0,0,0,0,0,0,0,0,
3090.0,0,0,0,0,0,0,0,
3094.0,0,0,0,0,0,0,0,
3098.0,0,0,0,0,0,0,0,
3102.0,0,0,0,0,0,0,0,
3106.0,0,0,0,0,0,0,0,
3110.0,0,0,0,0,0,0,0,
3114.0,0,0,0,0,0,0,0,
3118.0,0,0,0,0,0,0,0,
3122.0,0,0,0,0,0,0,0,
3126.0,0,0,0,0,0,0,0,
3130.0,0,0,0,0,0,0,0,
3134.0,0,0,0,0,0,0,0,
3138.0,0,0,0,0,0,0,0,
3142.0,0,0,0,0,0,0,0,
3146.0,0,0,0,0,0,0,0,
3150.0,0,0,0,0,0,0,0,
3154.0,0,0,0,0,0,0,0,
3158.0,0,0,0,0,0,0,0,
3162.0,0,0,0,0,0,0,0,
3166.0,0,0,0,0,0,0,0,
3170.0,0,0,0,0,0,0,0,
3174.0,0,0,0,0,0,0,0,
3178.0,0,0,0,0,0,0,0,
3182.0,0,0,0,0,0,0,0,
3186.0,0,0,0,0,0,0,0,
3190.0,0,0,0,0,0,0,0,
3194.0,0,0,0,0,0,0,0,
3198.0,0,0,0,0,0,0,0,
3202.0,0,0,0,0,0,0,0,
3206.0,0,0,0,0,0,0,0,
3210.0,0,0,0,0,0,0,0,
3214.0,0,0,0,0,0,0,0,
3218.0,0,0,0,0,0,0,0,
3222.0,0,0,0,0,0,0,0,
3226.0,0,0,0,0,0,0,0,
3230.0,0,0,0,0,0,0,0,
3234.0,0,0,0,0,0,0,0,
3238.0,0,0,0,0,0,0,0,
3242.0,0,0,0,0,0,0,0,
3246.0,0,0,0,0,0,0,0,
3250.0,0,0,0,0,0,0,0,
3254.0,0,0,0,0,0,0,0,
3258.0,0,0,0,0,0,0,0,
3262.0,0,0,0,0,0,0,0,
3266.0,0,0,0,0,0,0,0,
3270.0,0,0,0,0,0,0,0,
3274.0,0,0,0,0,0,0,0,
3278.0,0,0,0,0,0,0,0,
3282.0,0,0,0,0,0,0,0,
3286.0,0,0,0,0,0,0,0,
3290.0,0,0,0,0,0,0,0,
3294.0,0,0,0,0,0,0,0,
3298.0,0,0,0,0,0,0,0,
3302.0,0,0,0,0,0,0,0,
3306.0,0,0,0,0,0,0,0,
3310.0,0,0,0,0,0,0,0,
3314.0,0,0,0,0,0,0,0,
3318.0,0,0,0,0,0,0,0,
3322.0,0,0,0,0,0,0,0,
3326.0,0,0,0,0,0,0,0,
3330.0,0,0,0,0,0,0,0,
3334.0,0,0,0,0,0,0,0,
3338.0,0,0,0,0,0,0,0,
3342.0,0,0,0,0,0,0,0,
3346.0,0,0,0,0,0,0,0,
3350.0,0,0,0,0,0,0,0,
3354.0,0,0,0,0,0,0,0,
3358.0,0,0,0,0,0,0,0,
3362.0,0,0,0,0,0,0,0,
3366.0,0,0,0,0,0,0,0,
3370.0,0,0,0,0,0,0,0,
3374.0,0,0,0,0,0,0,0,
3378.0,0,0,0,0,0,0,0,
3382.0,0,0,0,0,0,0,0,
3386.0,0,0,0,0,0,0,0,
3390.0,0,0,0,0,0,0,0,
3394.0,0,0,0,0,0,0,0,
3398.0,0,0,0,0,0,0,0,
3402.0,0,0,0,0,0,0,0,
3406.0,0,0,0,0,0,0,0,
3410.0,0,0,0,0,0,0,0,
3414.0,0,0,0,0,0,0,0,
3418.0,0,0,0,0,0,0,0,
3422.0,0,0,0,0,0,0,0,
3426.0,0,0,0,0,0,0,0,
3430.0,0,0,0,0,0,0,0,
3434.0,0,0,0,0,0,0,0,
3438.0,0,0,0,0,0,0,0,
3442.0,0,0,0,0,0,0,0,
3446.0,0,0,0,0,0,0,0,
3450.0,0,0,0,0,0,0,0,
3454.0,0,0,0,0,0,0,0,
3458.0,0,0,0,0,0,0,0,
3462.0,0,0,0,0,0,0,0,
3466.0,0,0,0,0,0,0,0,
3470.0,0,0,0,0,0,0,0,
3474.0,0,0,0,0,0,0,0,
3478.0,0,0,0,0,0,0,0,
3482.0,0,0,0,0,0,0,0,
3486.0,0,0,0,0,0,0,0,
3490.0,0,0,0,0,0,0,0,
3494.0,0,0,0,0,0,0,0,
3498.0,0,0,0,0,0,0,0,
3502.0,0,0,0,0,0,0,0,
3506.0,0,0,0,0,0,0,0,
3510.0,0,0,0,0,0,0,0,
3514.0,0,0,0,0,0,0,0,
3518.0,0,0,0,0,0,0,0,
3522.0,0,0,0,0,0,0,0,
3526.0,0,0,0,0,0,0,0,
3530.0,0,0,0,0,0,0,0,
3534.0,0,0,0,0,0,0,0,
3538.0,0,0,0,0,0,0,0,
3542.0,0,0,0,0,0,0,0,
3546.0,0,0,0,0,0,0,0,
3550.0,0,0,0,0,0,0,0,
3554.0,0,0,0,0,0,0,0,
3558.0,0,0,0,0,0,0,0,
3562.0,0,0,0,0,0,0,0,
3566.0,0,0,0,0,0,0,0,
3570.0,0,0,0,0,0,0,0,
3574.0,0,0,0,0,0,0,0,
3578.0,0,0,0,0,0,0,0,
3582.0,0,0,0,0,0,0,0,
3586.0,0,0,0,0,0,0,0,
3590.0,0,0,0,0,0,0,0,
3594.0,0,0,0,0,0,0,0,
3598.0,0,0,0,0,0,0,0,
3602.0,0,0,0,0,0,0,0,
3606.0,0,0,0,0,0,0,0,
3610.0,0,0,0,0,0,0,0,
3614.0,0,0,0,0,0,0,0,
3618.0,0,0,0,0,0,0,0,
3622.0,0,0,0,0,0,0,0,
3626.0,0,0,0,0,0,0,0,
3630.0,0,0,0,0,0,0,0,
3634.0,0,0,0,0,0,0,0,
3638.0,0,0,0,0,0,0,0,
3642.0,0,0,0,0,0,0,0,
3646.0,0,0,0,0,0,0,0,
3650.0,0,0,0,0,0,0,0,
3654.0,0,0,0,0,0,0,0,
3658.0,0,0,0,0,0,0,0,
3662.0,0,0,0,0,0,0,0,
3666.0,0,0,0,0,0,0,0,
3670.0,0,0,0,0,0,0,0,
3674.0,0,0,0,0,0,0,0,
3678.0,0,0,0,0,0,0,0,
3682.0,0,0,0,0,0,0,0,
3686.0,0,0,0,0,0,0,0,
3690.0,0,0,0,0,0,0,0,
3694.0,0,0,0,0,0,0,0,
3698.0,0,0,0,0,0,0,0,
3702.0,0,0,0,0,0,0,0,
3706.0,0,0,0,0,0,0,0,
3710.0,0,0,0,0,0,0,0,
3714.0,0,0,0,0,0,0,0,
3718.0,0,0,0,0,0,0,0,
3722.0,0,0,0,0,0,0,0,
3726.0,0,0,0,0,0,0,0,
3730.0,0,0,0,0,0,0,0,
3734.0,0,0,0,0,0,0,0,
3738.0,0,0,0,0,0,0,0,
3742.0,0,0,0,0,0,0,0,
3746.0,0,0,0,0,0,0,0,
3750.0,0,0,0,0,0,0,0,
3754.0,0,0,0,0,0,0,0,
3758.0,0,0,0,0,0,0,0,
3762.0,0,0,0,0,0,0,0,
3766.0,0,0,0,0,0,0,0,
3770.0,0,0,0,0,0,0,0,
3774.0,0,0,0,0,0,0,0,
3778.0,0,0,0,0,0,0,0,
3782.0,0,0,0,0,0,0,0,
3786.0,0,0,0,0,0,0,0,
3790.0,0,0,0,0,0,0,0,
3794.0,0,0,0,0,0,0,0,
3798.0,0,0,0,0,0,0,0,
3802.0,0,0,0,0,0,0,0,
3806.0,0,0,0,0,0,0,0,
3810.0,0,0,0,0,0,0,0,
3814.0,0,0,0,0,0,0,0,
3818.0,0,0,0,0,0,0,0,
3822.0,0,0,0,0,0,0,0,
3826.0,0,0,0,0,0,0,0,
3830.0,0,0,0,0,0,0,0,
3834.0,0,0,0,0,0,0,0,
3838.0,0,0,0,0,0,0,0,
3842.0,0,0,0,0,0,0,0,
3846.0,0,0,0,0,0,0,0,
3850.0,0,0,0,0,0,0,0,
3854.0,0,0,0,0,0,0,0,
3858.0,0,0,0,0,0,0,0,
3862.0,0,0,0,0,0,0,0,
3866.0,0,0,0,0,0,0,0,
3870.0,0,0,0,0,0,0,0,
3874.0,0,0,0,0,0,0,0,
3878.0,0,0,0,0,0,0,0,
3882.0,0,0,0,0,0,0,0,
3886.0,0,0,0,0,0,0,0,
3890.0,0,0,0,0,0,0,0,
3894.0,0,0,0,0,0,0,0,
3898.0,0,0,0,0,0,0,0,
3902.0,0,0,0,0,0,0,0,
3906.0,0,0,0,0,0,0,0,
3910.0,0,0,0,0,0,0,0,
3914.0,0,0,0,0,0,0,0,
3918.0,0,0,0,0,0,0,0,
3922.0,0,0,0,0,0,0,0,
3926.0,0,0,0,0,0,0,0,
3930.0,0,0,0,0,0,0,0,
3934.0,0,0,0,0,0,0,0,
3938.0,0,0,0,0,0,0,0,
3942.0,0,0,0,0,0,0,0,
3946.0,0,0,0,0,0,0,0,
3950.0,0,0,0,0,0,0,0,
3954.0,0,0,0,0,0,0,0,
3958.0,0,0,0,0,0,0,0,
3962.0,0,0,0,0,0,0,0,
3966.0,0,0,0,0,0,0,0,
3970.0,0,0,0,0,0,0,0,
3974.0,0,0,0,0,0,0,0,
3978.0,0,0,0,0,0,0,0,
3982.0,0,0,0,0,0,0,0,
3986.0,0,0,0,0,0,0,0,
3990.0,0,0,0,0,0,0,0,
3994.0,0,0,0,0,0,0,0,
3998.0,0,0,0,0,0,0,0,

Percentile,Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),
0,132.0,128.0,144.0,148.0,84.0,
1,292.3,244.9,238.5,256.8,253.9,
2,306.6,259.1,261.5,281.5,270.5,
3,314.9,270.2,282.6,293.8,283.3,
4,321.4,280.1,293.2,303.0,294.6,
5,327.0,289.3,300.3,310.9,304.9,
6,332.3,298.3,305.7,317.8,314.6,
7,337.4,307.5,310.4,324.1,323.6,
8,342.7,316.8,314.8,329.7,331.8,
9,348.3,326.1,319.0,335.0,339.2,
10,354.3,335.1,323.3,339.9,346.0,
11,361.0,343.3,327.6,344.5,352.0,
12,368.4,350.5,332.2,348.9,357.5,
13,376.5,357.0,337.1,353.1,362.4,
14,385.3,362.7,342.4,357.3,367.0,
15,394.1,367.8,348.3,361.4,371.2,
16,402.7,372.5,354.6,365.5,375.2,
17,410.6,376.8,361.1,369.5,378.9,
18,417.9,380.9,367.6,373.7,382.4,
19,424.6,384.8,373.8,377.8,385.7,
20,430.7,388.5,379.6,382.1,388.9,
21,436.4,392.0,384.9,386.3,392.0,
22,441.6,395.5,389.8,390.7,394.9,
23,446.4,398.8,394.3,395.1,397.8,
24,450.9,402.1,398.5,399.5,400.6,
25,455.2,405.4,402.4,403.9,403.3,
26,459.2,408.6,406.2,408.3,406.0,
27,463.1,411.7,409.7,412.6,408.7,
28,466.7,414.9,413.1,416.8,411.3,
29,470.2,418.0,416.4,420.9,413.9,
30,473.5,421.1,419.6,424.8,416.4,
31,476.8,424.2,422.8,428.6,419.0,
32,479.9,427.3,425.8,432.3,421.5,
33,482.9,430.4,428.9,435.8,424.1,
34,485.8,433.4,431.9,439.1,426.6,
35,488.7,436.4,434.9,442.4,429.2,
36,491.4,439.5,437.8,445.5,431.7,
37,494.1,442.5,440.8,448.5,434.3,
38,496.8,445.4,443.7,451.4,436.8,
39,499.3,448.4,446.6,454.2,439.4,
40,501.9,451.3,449.5,457.0,442.1,
41,504.4,454.1,452.4,459.7,444.7,
42,506.8,457.0,455.3,462.3,447.3,
43,509.2,459.8,458.2,464.9,450.0,
44,511.6,462.6,461.0,467.4,452.8,
45,514.0,465.3,463.9,469.9,455.5,
46,516.3,468.0,466.7,472.4,458.3,
47,518.6,470.7,469.5,474.8,461.1,
48,520.9,473.3,472.2,477.3,464.0,
49,523.2,475.9,475.0,479.7,466.9,
50,525.4,478.5,477.7,482.1,469.8,
51,527.7,481.0,480.4,484.5,472.7,
52,529.9,483.5,483.0,486.8,475.7,
