Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
0,90.9052,4.83541e+06,4.96763,0,100,True,
1,237.585,1.85013e+06,2.54299,0,2,False,
2,140.266,3.13379e+06,3.23836,0,5,True,
3,92.9445,4.72932e+06,3.31967,0,18,True,
4,203.103,2.16424e+06,2.7678,0,2,False,
5,125.344,3.50685e+06,3.0702,0,5,True,
6,157.718,2.78702e+06,5.08096,9,2,False,
7,406.796,1.08055e+06,2.97669,0,2,False,
15,112.449,3.90903e+06,5.53313,0,37,True,
16,417.204,1.0536e+06,4.31566,27,2,False,
17,131.748,3.3364e+06,4.76806,0,9,True,
18,65.4173,6.71939e+06,4.89359,0,8,True,
19,92.3711,4.75868e+06,4.99363,0,7,True,
20,167.441,2.62519e+06,4.83514,0,9,True,
21,107.81,4.07722e+06,5.3143,0,28,True,
23,46706,9411.3,3.79617,4,2,False,
24,131.015,3.35506e+06,5.4627,0,24,True,
25,283.085,1.55277e+06,5.28724,0,4,False,
26,84.6067,5.19539e+06,5.71121,0,2,False,
27,134.139,3.27694e+06,5.55026,0,10,True,
28,46706,9411.3,5.51534,14,2,False,
31,510.16,861621,5.77265,0,3,False,
32,379.567,1.15807e+06,5.9083,91,2,False,
33,153.662,2.8606e+06,6.06301,0,30,True,
34,4004.9,109757,5.97733,0,3,False,
35,1046.94,419856,6.33223,0,2,False,
37,110.956,3.96161e+06,5.72758,0,13,True,
38,6142.94,71556,5.30025,0,2,False,
39,1054.74,416751,5.70466,0,2,False,
40,84.9953,5.17163e+06,6.11552,0,6,True,
41,82.0697,5.35599e+06,6.25925,0,4,False,
43,1400.91,313771,6.22494,0,2,False,
44,103.715,4.2382e+06,6.23351,0,49,True,
45,156.633,2.80634e+06,6.1229,0,30,True,
46,100.908,4.35607e+06,6.35023,0,25,True,
47,1498.24,293387,6.21661,1,2,False,
48,206.327,2.13043e+06,5.76366,0,2,False,
49,242.878,1.80982e+06,6.14481,0,49,True,
50,241.009,1.82385e+06,6.87724,0,7,True,
51,112.971,3.89094e+06,6.76143,0,17,True,
53,158.983,2.76485e+06,6.7304,0,14,True,
54,153.278,2.86776e+06,7.2917,0,41,True,
55,395.248,1.11212e+06,6.41184,98,2,False,
56,243.68,1.80386e+06,7.33998,0,100,True,
57,212.49,2.06864e+06,7.79102,0,100,True,
