Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
1,2213.13,198901,3.72145,6,2,False,
2,96.0459,4.58317e+06,4.5487,0,3,False,
3,51.7502,8.50615e+06,4.71167,0,4,False,
4,97.5101,4.51435e+06,4.33523,0,2,False,
5,100.642,4.37388e+06,3.76396,0,36,True,
7,56.9986,7.7229e+06,4.55123,0,11,True,
8,121.46,3.62418e+06,3.73724,0,6,True,
10,84.5943,5.20359e+06,3.09878,0,6,True,
11,114.245,3.85306e+06,4.71388,0,16,True,
12,1086.82,405029,3.76237,0,2,False,
13,253.333,1.73761e+06,4.13437,0,3,False,
14,224.362,1.96198e+06,2.83517,0,4,False,
15,191.617,2.29726e+06,3.57261,0,23,True,
17,119.52,3.68301e+06,4.40643,0,52,True,
18,96.368,4.56785e+06,3.26885,0,2,False,
20,136.161,3.2329e+06,4.74331,0,2,False,
22,260.676,1.68866e+06,4.86643,0,2,False,
24,263.285,1.67193e+06,3.91606,0,2,False,
25,46773,9411.3,4.95888,0,2,False,
26,241.89,1.81981e+06,5.52227,0,2,False,
28,116.023,3.79402e+06,4.64166,0,3,False,
29,144.843,3.03912e+06,4.80806,0,14,True,
30,726.381,606010,4.73034,0,2,False,
31,5891.75,74713.7,5.12884,0,2,False,
33,315.657,1.39453e+06,4.6329,0,6,False,
34,122.332,3.59837e+06,6.5615,0,100,True,
35,68.253,6.44945e+06,5.25622,1,2,False,
37,63.1746,6.9679e+06,5.36054,0,4,False,
38,110.674,3.97738e+06,5.5581,0,67,True,
40,260.456,1.69009e+06,4.92657,0,25,True,
41,49.8426,8.83168e+06,6.01617,0,2,False,
42,165.559,2.65884e+06,6.66885,0,100,True,
44,605.517,726973,6.20123,0,2,False,
45,84.3352,5.21958e+06,5.08326,0,4,False,
46,479.87,917319,5.269,4,2,False,
47,235.628,1.86817e+06,6.6817,0,3,False,
48,11021.3,39940.5,6.42711,0,2,False,
50,92.9564,4.73549e+06,6.65796,0,17,True,
51,123.744,3.5573e+06,5.85286,0,28,True,
52,116.352,3.78331e+06,6.32852,0,9,True,
53,135.051,3.25947e+06,6.08469,0,51,True,
54,2067.88,212872,5.93865,32,2,False,
55,65.8325,6.68658e+06,6.4171,0,16,True,
56,228.795,1.92397e+06,6.6421,0,97,True,
57,46773,9411.3,7.06817,98,2,False,
58,156.001,2.82174e+06,6.45514,0,100,True,
59,141.341,3.1144e+06,7.06058,0,100,True,
60,170.959,2.57485e+06,6.51051,0,100,True,
61,187.493,2.34779e+06,6.18498,0,16,True,
62,222.585,1.97765e+06,7.45214,0,100,True,
63,163.476,2.69271e+06,6.53968,0,41,True,
