Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
1,142.45,3.09092e+06,3.3147,0,2,False,
2,85.8558,5.12841e+06,5.19147,0,24,True,
3,424.165,1.03805e+06,4.09134,0,2,False,
4,1164.96,377956,4.84208,0,3,False,
5,30.5706,1.44029e+07,3.03763,0,2,False,
6,121.239,3.63171e+06,4.23881,0,11,True,
7,11159.8,39454.4,3.6011,0,2,False,
8,114.853,3.83361e+06,4.08721,0,6,True,
10,106.744,4.12485e+06,4.06829,0,38,True,
11,204.809,2.14983e+06,2.5622,0,6,True,
13,80.5033,5.46938e+06,3.14089,0,5,True,
15,261.002,1.68697e+06,3.35079,0,20,True,
17,229.693,1.91692e+06,3.45341,0,5,False,
18,108.423,4.06098e+06,3.09878,0,3,False,
19,60.8961,7.23041e+06,3.40873,0,4,False,
20,107.673,4.08927e+06,5.01631,0,7,True,
24,138.379,3.18186e+06,5.67368,0,14,True,
25,63.7454,6.90722e+06,5.37561,0,5,True,
26,107.3,4.10347e+06,4.39615,0,9,True,
27,294.111,1.49707e+06,5.25545,0,5,False,
28,155.496,2.83161e+06,6.4295,0,100,True,
29,172.146,2.55774e+06,4.49585,0,100,True,
30,214.943,2.04846e+06,5.28162,0,12,True,
31,107.253,4.1053e+06,5.22404,0,96,True,
33,107.736,4.08686e+06,5.77957,0,14,True,
34,1193.96,368776,5.66529,15,2,False,
35,162.894,2.70301e+06,5.60236,0,20,True,
36,338.254,1.30169e+06,5.77398,0,5,False,
37,132.986,3.31091e+06,6.07182,0,19,True,
39,100.297,4.39002e+06,5.73087,0,12,True,
40,1217.83,361547,5.55268,0,3,False,
42,98.203,4.48361e+06,5.51065,0,7,True,
43,603.005,730182,5.86412,7,4,False,
44,139.556,3.15502e+06,6.83252,0,100,True,
45,126.714,3.47478e+06,6.5128,0,18,True,
46,105.021,4.19254e+06,6.20187,0,22,True,
47,46784.5,9411.3,4.30905,19,2,False,
48,291.585,1.51003e+06,5.54637,0,8,True,
49,133.293,3.30327e+06,6.52119,0,100,True,
50,920.258,478457,6.77812,15,7,False,
51,1493.29,294856,6.93825,0,3,False,
52,178.145,2.4716e+06,5.96877,0,23,True,
53,125.865,3.49822e+06,6.9555,0,79,True,
54,178.088,2.4724e+06,7.31566,0,100,True,
55,169.046,2.60464e+06,7.36999,0,29,True,
56,172.443,2.55333e+06,6.51928,0,87,True,
57,3601.91,122242,7.42117,0,3,False,
58,2993.41,147091,3.73919,58,2,False,
59,1156.69,380657,6.60571,0,3,False,
60,234.321,1.87906e+06,7.87766,0,87,True,
61,162.656,2.70697e+06,7.89033,0,100,True,
62,133.038,3.30961e+06,7.51926,0,100,True,
63,1252.55,351526,8.18526,0,4,False,
64,275.087,1.6006e+06,7.8074,0,5,False,
65,401.603,1.09637e+06,7.73766,97,3,False,
66,208.748,2.10926e+06,7.64194,0,21,True,
67,229.659,1.91721e+06,8.21353,0,3,False,
68,5296.37,83133.1,8.14554,0,2,False,
69,171.778,2.56322e+06,7.81682,3,6,True,
70,355.851,1.23733e+06,8.19208,0,7,False,
71,237.653,1.85272e+06,7.77082,0,95,True,
72,337.365,1.30513e+06,7.62901,55,3,False,
73,255.769,1.72149e+06,7.93085,0,100,True,
74,391.559,1.12449e+06,7.91223,0,4,False,
75,243.308,1.80965e+06,8.31202,0,100,True,
76,258.544,1.70301e+06,8.57025,0,100,True,
77,95.7682,4.5976e+06,8.1022,29,2,False,
78,2204.29,199749,8.71988,0,2,False,
79,171.589,2.56604e+06,8.69544,0,58,True,
80,374.612,1.17536e+06,8.22122,0,100,True,
