Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Ln(Adjusted intensity)/AU,Start frame,Tracklength,Included in distribution?,
0,280.648,1.57061e+06,3.23059,3,2,False,
1,2241.55,196644,5.00622,3,2,False,
2,77.9677,5.65348e+06,3.95258,0,14,True,
3,168.085,2.62242e+06,3.83526,0,5,True,
4,1309.15,336698,5.30638,31,2,False,
6,1308.13,336960,4.17056,23,2,False,
7,97.3371,4.52848e+06,4.74842,0,13,True,
9,60.9134,7.23631e+06,5.00125,27,2,False,
11,210.4,2.095e+06,2.75219,0,2,False,
13,46836.1,9411.3,2.59954,0,2,False,
14,126.065,3.49651e+06,2.69278,0,3,False,
15,734.352,600242,3.75085,0,3,False,
16,77.4429,5.69179e+06,4.09298,0,5,True,
17,15978.3,27586.8,4.44524,0,2,False,
18,210.833,2.0907e+06,5.80186,0,100,True,
20,192.375,2.29129e+06,3.54246,0,26,True,
21,148.719,2.96389e+06,3.57776,0,7,True,
24,81.4632,5.41089e+06,3.55988,0,7,True,
25,123.588,3.56659e+06,5.71397,0,67,True,
28,261.897,1.68306e+06,6.49276,0,100,True,
29,146.033,3.01842e+06,5.25364,0,32,True,
30,547.549,805021,5.31004,0,2,False,
31,1001.93,439940,4.05139,28,4,False,
32,154.751,2.84836e+06,5.94064,0,91,True,
33,269.058,1.63827e+06,5.04996,0,25,True,
34,49.1592,8.96656e+06,5.28036,0,3,False,
35,56.4224,7.81229e+06,4.10363,0,2,False,
36,214.745,2.05261e+06,3.86912,0,18,True,
37,133.371,3.30497e+06,5.15699,0,79,True,
38,89.2023,4.94145e+06,4.93934,0,23,True,
39,110.162,4.00129e+06,5.95322,0,38,True,
40,279.17,1.57892e+06,5.40307,0,2,False,
41,278.9,1.58045e+06,5.96526,0,62,True,
42,550.27,801040,5.35648,0,2,False,
43,122.126,3.60929e+06,5.69503,0,30,True,
44,474.087,929763,4.43418,71,5,False,
45,179.591,2.4544e+06,5.94857,0,3,False,
46,133.105,3.31159e+06,4.74331,2,2,False,
47,809.18,544735,5.25106,0,2,False,
48,477.405,923301,5.67718,0,2,False,
49,142.795,3.08687e+06,5.29567,0,76,True,
50,261.956,1.68268e+06,5.16745,0,21,True,
51,85.3336,5.16547e+06,4.78743,0,3,False,
52,170.111,2.59118e+06,6.00148,0,42,True,
54,130.142,3.38699e+06,5.3749,0,53,True,
55,371.651,1.18603e+06,5.05614,0,3,False,
56,142.941,3.0837e+06,6.94999,0,100,True,
61,217.912,2.02279e+06,7.29819,0,100,True,
62,282.692,1.55925e+06,6.32556,0,14,True,
64,222.16,1.9841e+06,7.1413,0,100,True,
65,143.781,3.0657e+06,6.63988,0,75,True,
66,251.352,1.75367e+06,8.59277,0,100,True,
67,249.943,1.76356e+06,7.01909,0,3,False,
68,289.866,1.52066e+06,7.74008,0,100,True,
69,169.054,2.60739e+06,6.46426,0,35,True,
70,217.361,2.02791e+06,6.99437,97,3,False,
72,46836.1,9411.3,6.64838,0,2,False,
73,114.518,3.84907e+06,7.06086,0,18,True,
74,167.337,2.63414e+06,6.65577,0,13,True,
75,121.326,3.6331e+06,7.68058,0,16,True,
76,93.5378,4.71241e+06,7.35287,0,2,False,
77,148.384,2.9706e+06,7.17628,0,52,True,
79,156.341,2.81941e+06,7.91988,0,23,True,
80,170.631,2.58329e+06,7.51979,0,5,True,
81,201.073,2.19218e+06,7.95683,0,100,True,
82,123.741,3.56219e+06,7.45341,0,3,False,
83,186.604,2.36217e+06,7.25087,0,21,True,
84,186.373,2.36508e+06,7.52815,0,100,True,
