NTA Experiment Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
Experiment Name,1000x_L_4_2_real 2024-09-25 12-16-28.nano,
Operator Name,,
Time Captured,12:16:28  25/09/2024,
Sample Description,,
Pre-treatment,,
Diluent,,
Remarks,,
,,
,,,,,
Filename:,1000x_L_4_2_real 2024-09-25 12-17-17,1000x_L_4_2_real 2024-09-25 12-19-10,1000x_L_4_2_real 2024-09-25 12-20-47,1000x_L_4_2_real 2024-09-25 12-22-16,1000x_L_4_2_real 2024-09-25 12-23-42,
,,,,,,
[Conditions],,,,,,
Temperature/C,20.841,20.902,20.893,20.942,20.928,
Viscosity/cP,0.979770,0.978329,0.978541,0.977385,0.977715,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Blue488,Blue488,Blue488,Blue488,Blue488,
Camera Level,10,10,10,10,10,
Slider Shutter,696,696,696,696,696,
Slider Gain,73,73,73,73,73,
Shutter/ms,17.400000,17.400000,17.400000,17.400000,17.400000,
Camera Histogram Upper Limit,16380,16380,16380,16380,16380,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,0,0,0,0,0,
,,,,,,
[Settings],,,,,,
Detection Threshold,3,3,3,3,3,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,8.6833,8.5072,8.6780,8.6288,8.8659,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
D10,106.7,108.7,109.4,105.4,102.9,106.6,1.2,
D50,144.5,169.2,156.6,155.9,149.6,155.2,4.1,
D90,249.3,265.0,266.3,266.0,263.7,262.1,3.2,
Valid Tracks,4069.0,3592.0,3977.0,4731.0,4809.0,,,
Graph Data,
Bin centre (nm),Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration average,Standard Error,
0.5,0,0,0,0,0,0,0,
1.5,0,0,0,0,0,0,0,
2.5,0,0,0,0,0,0,0,
3.5,0,0,0,0,0,0,0,
4.5,0,0,0,0,0,0,0,
5.5,0,0,0,0,0,0,0,
6.5,0,0,0,0,0,0,0,
7.5,0,0,0,0,0,0,0,
8.5,0,0,0,0,0,0,0,
9.5,0,0,0,0,0,0,0,
10.5,0,0,0,0,0,0,0,
11.5,0,0,0,0,0,0,0,
12.5,0,0,0,0,0,0,0,
13.5,0,0,0,0,0,0,0,
14.5,0,0,0,0,0,0,0,
15.5,0,0,0,0,0,0,0,
16.5,0,0,0,0,0,0,0,
17.5,0,0,0,0,0,0,0,
18.5,0,0,0,0,0,0,0,
19.5,0,0,0,0,0,0,0,
20.5,0,0,0,0,0,0,0,
21.5,0,0,0,0,0,0,0,
22.5,0,0,0,0,0,0,0,
23.5,0,0,0,0,0,0,0,
24.5,0,0,0,0,0,0,0,
25.5,0,0,0,0,0,0,0,
26.5,0,0,0,0,0,0,0,
27.5,0,0,0,0,0,0,0,
28.5,0,0,0,0,0,0,0,
29.5,0,0,0,0,0,0,0,
30.5,0,0,0,0,0,0,0,
31.5,0,0,0,0,0,0,0,
32.5,0,0,0,0,0,0,0,
33.5,0,0,0,0,0,0,0,
34.5,0,0,0,0,0,0,0,
35.5,0,0,0,0,0,0,0,
36.5,0,0,0,0,0,0,0,
37.5,0,0,0,0,0,0,0,
38.5,0,0,0,0,0,0,0,
39.5,0,0,0,0,0,0,0,
40.5,0,0,0,0,0,0,0,
41.5,0,0,0,0,0,0,0,
42.5,0,0,0,0,0,0,0,
43.5,0,0,0,0,0,0,0,
44.5,0,0,0,0,0,0,0,
45.5,0,0,0,0,0,0,0,
46.5,0,0,0,0,0,0,0,
47.5,0,0,0,0,0,0,0,
48.5,0,0,0,0,0,0,0,
49.5,0,0,0,0,0,0,0,
50.5,0,0,0,0,0,0,0,
51.5,0,0,0,0,0,0,0,
52.5,0,0,0,0,0,0,0,
53.5,0,0,0,0,0,0,0,
54.5,0,0,0,0,0,0,0,
55.5,0,0,0,0,0,0,0,
56.5,1,0,0,0,0,0,0,
57.5,6,0,0,0,0,1,1,
58.5,25,0,3,0,0,6,5,
59.5,96,0,11,0,0,21,19,
60.5,358,0,36,0,0,79,70,
61.5,1284,0,108,0,0,278,252,
62.5,4389,0,316,0,0,941,864,
63.5,14219,0,887,0,0,3021,2805,
64.5,43432,0,2394,0,6,9166,8579,
65.5,124528,0,6216,0,42,26157,24622,
66.5,333984,0,15548,1,246,69956,66075,
67.5,835933,0,37477,6,1256,174935,165406,
68.5,1950443,0,87078,31,5626,408636,385806,
69.5,4243231,0,195058,141,22313,892149,838567,
70.5,8619763,0,421261,598,79026,1824130,1700688,
71.5,16393422,0,877179,2303,251797,3504940,3226097,
72.5,29295541,0,1761171,8116,726840,6358334,5743330,
73.5,49411811,0,3410058,26222,1913589,10952336,9635999,
74.5,79060123,1,6369474,77973,4625129,18026540,15309622,
75.5,120652969,5,11482709,214335,10329658,28535935,23156253,
76.5,176595764,24,19993777,547436,21456550,43718710,33533468,
77.5,249255850,103,33656067,1306307,41723135,65188292,46774015,
78.5,341005177,424,54834289,2928766,76445771,95042885,63236901,
79.5,454309633,1641,86586017,6204326,132815781,135983480,83401251,
80.5,591821844,6004,132710344,12486091,220147350,191434326,107993144,
81.5,756434905,20757,197754718,23992357,350120240,265664595,138125328,
82.5,951267233,67871,286975298,44219815,537026303,363911304,175422295,
83.5,1179567265,209968,406249398,78486862,797979103,492498519,222100701,
84.5,1444546143,614789,561939570,134613493,1152969142,658936628,280976979,
85.5,1749164280,1704161,760707478,223718209,1624563379,871971501,355375784,
86.5,2095911804,4472770,1009273362,361067896,2236984544,1141542075,448908529,
87.5,2486630781,11116061,1314115663,566852235,3014298405,1478602629,565081580,
88.5,2922425699,26158955,1681107444,866675484,3977525497,1894778616,706692435,
89.5,3403695807,58283042,2115093289,1291481276,5140711773,2401853037,875000372,
90.5,3930299252,122930578,2619422298,1876578910,6506342044,3011114616,1068730938,
91.5,4501829043,245428079,3195468454,2659460138,8060899648,3732617072,1283089993,
92.5,5117952302,463786186,3842185855,3676220655,9771725363,4574374072,1509099891,
93.5,5778744659,829625208,4555758974,4956649276,11586416878,5541438999,1733678241,
94.5,6484946329,1405217918,5329412870,6518401115,13435678339,6634731314,1940882728,
95.5,7238075556,2254971584,6153441504,8361059774,15239761078,7849461899,2114554973,
96.5,8040355297,3431192465,7015492514,10461203395,16917626021,9173173939,2242150490,
97.5,8894434109,4956517484,7901115658,12769691351,18397068562,10583765433,2318861224,
98.5,9802907287,6807974494,8794544297,15212186891,19623650915,12048252777,2350381328,
99.5,10767666497,8908755308,9679642116,17693413932,20566572589,13523210088,2352220053,
100.5,11789125559,11132331330,10540918625,20104909391,21220471404,14957551262,2344113236,
101.5,12865388092,13319654382,11364503456,22335263229,21603241174,16297610066,2340799924,
102.5,13991440432,15305463378,12138974146,24281256143,21750873585,17493601537,2344373433,
103.5,15158469441,16946391667,12855954112,25858082703,21710806891,18505940963,2343984479,
104.5,16353415558,18143183041,13510431738,27007048555,21535240506,19309863879,2323080897,
105.5,17558870386,18851858218,14100790682,27699686315,21275490007,19897339122,2268670996,
106.5,18753408661,19082704135,14628577846,27937977279,20977929417,20276119468,2177546981,
107.5,19912402685,18889617208,15098062826,27751090391,20681588841,20466552390,2058217933,
108.5,21009304531,18354326924,15515657729,27189585188,20417152386,20497205351,1929564026,
109.5,22017306120,17570099395,15889268655,26318280586,20206954196,20400381790,1817058404,
110.5,22911214319,16628246648,16227642331,25208966568,20065563279,20208326629,1746356252,
111.5,23669325275,15609021822,16539756807,23933900839,20000624520,19950525852,1734665069,
112.5,24275064501,14576971665,16834288017,22560689720,20013733133,19652149407,1784088919,
113.5,24718184235,13579885424,17119167625,21148800269,20101228316,19333453174,1882643018,
114.5,24995374018,12650132475,17401234285,19747659723,20254880747,19009856250,2011897289,
115.5,25110230377,11807248862,17685971501,18396103152,20462510912,18692412961,2154388959,
116.5,25072626940,11060906821,17977320604,17122833963,20708610165,18388459698,2297009631,
117.5,24897606973,10413719523,18277556624,15947546555,20975045109,18102294957,2431222001,
118.5,24603971287,9863603789,18587216884,14882399563,21241910882,17835820481,2551987929,
119.5,24212750011,9405613706,18905075960,13933595021,21488563928,17589119725,2656525133,
120.5,23745729724,9033270770,19228165193,13102892723,21694816200,17360974922,2743315458,
121.5,23224167634,8739469951,19551839161,12388956271,21842220090,17149330621,2811457131,
122.5,22667774003,8517056695,19869894678,11788480900,21915328441,16951706943,2860323484,
123.5,22093994332,8359164524,20174749366,11297091306,21902788832,16765557672,2889442329,
124.5,21517581875,8259388255,20457686144,10910021617,21798134068,16588562392,2898499231,
125.5,20950423051,8211850943,20709166980,10622602131,21600163434,16418841308,2887380352,
126.5,20401563499,8211206895,20919214028,10430581636,21312865630,16255086338,2856198022,
127.5,19877378979,8252610014,21077849257,10330312944,20944901663,16096610571,2805275460,
128.5,19381839675,8331666388,21175575700,10318825075,20508729064,15943327180,2735096809,
129.5,18916825377,8444382359,21203875566,10393800083,20019493640,15795675405,2646248411,
130.5,18482459623,8587113711,21155694012,10553467093,19493833764,15654513640,2539384380,
131.5,18077441042,8756517791,21025873504,10796421639,18948734064,15520997608,2415245786,
132.5,17699358791,8949508004,20811503639,11121375582,18400536117,15396456427,2274753290,
133.5,17344985301,9163208875,20512155360,11526842109,17864172853,15282272900,2119184576,
134.5,17010543836,9394909592,20129976793,12010762150,17352650908,15179768656,1950447542,
135.5,16691950578,9642014396,19669639567,12570083041,16876769084,15090091333,1771474196,
136.5,16385031737,9901989144,19138137973,13200307350,16445035921,15014100425,1586793021,
137.5,16085715962,10172304706,18544457062,13895039035,16063736204,14952250594,1403382882,
138.5,15790201575,10450379230,17899137610,14645564338,15737093598,14904475270,1231904487,
139.5,15495097314,10733522710,17213774475,15440514402,15467481564,14870078093,1088047349,
140.5,15197534740,11018888369,16500488952,16265663247,15255644165,14847643894,992243225,
141.5,14895250323,11303436108,15771415121,17103915911,15100899575,14834983408,963616337,
142.5,14586635721,11583913515,15038235323,17935534820,15001310152,14829125906,1007803440,
143.5,14270755767,11856859516,14311791703,18738636350,14953812721,14826371211,1111610547,
144.5,13947335105,12118634767,13601790840,19489963982,14954310735,14822407086,1252388232,
145.5,13616716017,12365481166,12916608122,20165911505,14997736152,14812490593,1408998469,
146.5,13279791584,12593610579,12263189187,20743733604,15078093349,14791683661,1565559904,
147.5,12937919604,12799320172,11647038274,21202847681,15188500181,14755125182,1710972719,
148.5,12592823597,12979128764,11072278267,21526106576,15321242595,14698315960,1837710727,
149.5,12246487519,13129925840,10541764669,21700912597,15467858795,14617389884,1940928123,
150.5,11901050589,13249122581,10057235302,21720052413,15619266865,14509345550,2017905709,
151.5,11558707902,13334792847,9619478936,21582159874,15765945858,14372217083,2067684185,
152.5,11221621386,13385791919,9228508474,21291755983,15898174754,14205170503,2090766232,
153.5,10891844338,13401841960,8883727406,20858865221,16006326661,14008521117,2088823660,
154.5,10571261410,13383575684,8584081410,20298256787,16081207827,13783676624,2064387161,
155.5,10261544586,13332533329,8328189893,19628399957,16114423320,13533018217,2020523480,
156.5,9964124624,13251112239,8114454796,18870248542,16098744694,13259736979,1960521216,
157.5,9680176543,13142472688,7941145945,18045977553,16028450735,12967644693,1887613567,
158.5,9410617213,13010407356,7806463675,17177786219,15899611383,12660977169,1804765333,
159.5,9156112747,12859184699,7708580458,16286859148,15710287652,12344204941,1714543457,
160.5,8917093365,12693377971,7645663872,15392547019,15460626801,12021861806,1619077714,
161.5,8693773498,12517691758,7615883585,14511795573,15152841406,11698397164,1520103940,
162.5,8486175104,12336796762,7617405209,13658821958,14791072144,11378054235,1419070574,
163.5,8294152532,12155181412,7648373927,12845014038,14381145447,11064773471,1317283099,
164.5,8117417546,11977026225,7706890838,12079012994,13930247080,10762118937,1216061466,
165.5,7955563522,11806103922,7790984922,11366932177,13446539807,10473224870,1116891016,
166.5,7808088067,11645705720,7898583548,10712664809,12938756836,10200759796,1021553639,
167.5,7674413651,11498591987,8027484402,10118237677,12415802347,9946906013,932226739,
168.5,7553905975,11366963992,8175331589,9584175563,11886386656,9713352755,851525476,
169.5,7445890056,11252452604,8339598545,9109849940,11358717239,9501301677,782432991,
170.5,7349664046,11156119614,8517580045,8693794072,10840259155,9311483387,728024584,
171.5,7264510955,11078467722,8706395203,8333974141,10337570451,9144183695,690901387,
172.5,7189708451,11019455955,8903002727,8028012061,9856211039,8999278047,672406931,
173.5,7124536960,10978518322,9104229002,7773359929,9400717844,8876272411,671991001,
174.5,7068286281,10954584600,9306808670,7567428940,8974635258,8774348750,687181242,
175.5,7020260936,10946103309,9507436520,7407677157,8580587913,8692413167,714231297,
176.5,6979784440,10951067900,9702828579,7291661210,8220382498,8629144926,749014763,
177.5,6946202670,10967048015,9889789513,7217057013,7895126222,8583044686,787701080,
178.5,6918886479,10991228152,10065282868,7181654306,7605351273,8552480616,827070395,
179.5,6897233689,11020456288,10226500303,7183329366,7351136773,8535731284,864566009,
180.5,6880670553,11051304702,10370925933,7219999844,7132221916,8531024590,898224695,
181.5,6868652771,11080144676,10496392177,7289565448,6948106056,8536572226,926575983,
182.5,6860666134,11103235615,10601124034,7389838179,6798133234,8550599439,948551043,
183.5,6856226830,11116827824,10683769550,7518466037,6681559969,8571370042,963413001,
184.5,6854881461,11117276518,10743415131,7672854632,6597606127,8597206774,970708220,
185.5,6856206790,11101163000,10779585436,7850091699,6545489309,8626507247,970234179,
186.5,6859809239,11065417451,10792228523,8046880248,6524443531,8657755798,962018982,
187.5,6865324154,11007436561,10781687799,8259486619,6533723178,8689531662,946308153,
188.5,6872414848,10925188689,10748663003,8483710051,6572593201,8720513958,923555337,
189.5,6880771422,10817299295,10694162907,8714880160,6640306591,8749484075,894414602,
190.5,6890109389,10683110271,10619452619,8947887930,6736070134,8775326068,859733319,
191.5,6900168088,10522708384,10525998368,9177254234,6858999608,8797025736,820546004,
192.5,6910708919,10336920222,10415412443,9397237507,7008065763,8813668971,778070969,
193.5,6921513393,10127273571,10289400579,9601979105,7182032833,8824439896,733712575,
194.5,6932381026,9895927720,10149713662,9785681342,7379391823,8828619115,689071303,
195.5,6943127089,9645577574,9998105092,9942809494,7598291514,8825582153,645959706,
196.5,6953580236,9379338263,9836294645,10068305751,7836470887,8814797956,606411506,
197.5,6963580037,9100618102,9665939245,10157800593,8091197457,8795827087,572651584,
198.5,6972974454,8812988097,9488610593,10207805883,8359216799,8768319165,546971866,
199.5,6981617279,8520055783,9305779334,10215874306,8636719041,8732009149,531457626,
200.5,6989365593,8225350115,9118805166,10180711897,8919328369,8686712228,527574174,
201.5,6996077268,7932222574,8928932128,10102233957,9202121302,8632317446,535757688,
202.5,7001608576,7643767896,8737288244,9981559434,9479678630,8568780556,555236469,
203.5,7005811943,7362765975,8544888643,9820944161,9746174366,8496117018,584195293,
204.5,7008533897,7091644853,8352641306,9623658590,9995502804,8414396290,620167204,
205.5,7009613276,6832463317,8161354656,9393820187,10221441909,8323738669,660437292,
206.5,7008879727,6586910609,7971746287,9136193914,10417848030,8224315713,702327463,
207.5,7006152561,6356320144,7784452219,8855975943,10578873500,8116354873,743352814,
208.5,7001240015,6141693850,7600036188,8558575825,10699195624,8000148300,781295660,
209.5,6993938946,5943733794,7418998568,8249410920,10774243089,7876065064,814241469,
210.5,6984035021,5762878015,7241784648,7933724335,10800404513,7744565306,840601381,
211.5,6971303409,5599337899,7068792042,7616434366,10775203840,7606214311,859129983,
212.5,6955510023,5453134942,6900377145,7302019915,10697428850,7461694175,868938552,
213.5,6936413299,5324135225,6736860558,6994443004,10567202044,7311810826,869500999,
214.5,6913766525,5212080438,6578531516,6697106685,10385987399,7157494512,860649774,
215.5,6887320708,5116614703,6425651367,6412844465,10156531491,6999792547,842560253,
216.5,6856827932,5037306811,6278456185,6143935968,9882742732,6839853926,815723781,
217.5,6822045178,4973667770,6137158639,5892142885,9569517326,6678906360,780911214,
218.5,6782738524,4925163797,6001949221,5658759209,9222524496,6518227049,739130208,
219.5,6738687662,4891225019,5872996979,5444670176,8847966184,6359109204,691580678,
220.5,6689690620,4871250288,5750449846,5250415072,8452327478,6202826661,639613895,
221.5,6635568584,4864608577,5634434690,5076249947,8042133516,6050599063,584701686,
222.5,6576170690,4870637475,5525057166,4922207238,7623726757,5903559865,528423381,
223.5,6511378668,4888639334,5422401443,4788150174,7203075555,5762729035,472479312,
224.5,6441111177,4917875665,5326529864,4673820601,6785621453,5628991752,418739265,
225.5,6365327714,4957560368,5237482561,4578879521,6376168868,5503083806,369326108,
226.5,6284031948,5006852421,5155277058,4502940091,5978817385,5385583781,326701219,
227.5,6197274372,5064848669,5079907852,4445593186,5596933885,5276911593,293628453,
228.5,6105154144,5130577326,5011345959,4406425839,5233159570,5177332568,272764030,
229.5,6007820052,5202992834,4949538418,4385033008,4889445481,5086965959,265710842,
230.5,5905470528,5280972681,4894407710,4381023142,4567109531,5005796718,272059806,
231.5,5798352676,5363316724,4845851085,4394018055,4266908058,4933689320,289463323,
232.5,5686760324,5448749519,4803739752,4423647587,3989115519,4870402540,314771821,
233.5,5571031117,5535926035,4767917935,4469539488,3733606790,4815604273,345129435,
234.5,5451542718,5623441020,4738201760,4531305003,3499937680,4768885636,378411190,
235.5,5328708204,5709842108,4714378002,4608520601,3287420363,4729773855,413193606,
236.5,5202970778,5793646606,4696202688,4700706373,3095191535,4697743596,448577873,
237.5,5074797932,5873361670,4683399598,4807301711,2922272027,4672226588,484019641,
238.5,4944675214,5947507412,4675658716,4927639010,2767617386,4652619548,519202790,
239.5,4813099766,6014642255,4672634692,5060916289,2630159545,4638290509,553953267,
240.5,4680573790,6073389725,4673945414,5206169860,2508840099,4628583777,588181256,
241.5,4547598128,6122465685,4679170786,5362248329,2402635994,4622823784,621841708,
242.5,4414666077,6160704967,4687851843,5527789460,2310578554,4620318180,654906341,
243.5,4282257602,6187086312,4699490330,5701201563,2231766837,4620360529,687342781,
244.5,4150834063,6200754553,4713548890,5880651185,2165376256,4622232989,719098297,
245.5,4020833544,6201039083,4729452009,6064058899,2110663351,4625209377,750086848,
246.5,3892666856,6187467799,4746587867,6249104838,2066967461,4628558964,780178977,
247.5,3766714274,6159775903,4764311214,6433245409,2033709955,4631551351,809194662,
248.5,3643323013,6117909189,4781947395,6613742162,2010391542,4633462660,836899478,
249.5,3522805450,6062021710,4798797602,6787703266,1996588078,4633583221,863004522,
250.5,3405438067,5992467953,4814145398,6952137282,1991945159,4631226772,887170439,
251.5,3291461073,5909789927,4827264508,7104018182,1996171737,4625741085,909015638,
252.5,3181078642,5814699763,4837427826,7240359665,2009032876,4616519754,928128509,
253.5,3074459713,5708058601,4843917515,7358296026,2030341742,4603014719,944083097,
254.5,2971739263,5590852667,4846036019,7455166139,2059950840,4584748986,956457427,
255.5,2873019983,5464167519,4843117750,7528596535,2097742518,4561328861,964853476,
256.5,2778374264,5329161413,4834541140,7576579335,2143618716,4532454974,968917647,
257.5,2687846431,5187038753,4819740714,7597540781,2197489952,4497931326,968360649,
258.5,2601455139,5039024466,4798218797,7590396466,2259263546,4457671683,962975757,
259.5,2519195858,4886340039,4769556439,7554590002,2328831141,4411702696,952654622,
260.5,2441043401,4730181817,4733423154,7490112811,2406055576,4360163352,937400095,
261.5,2366954424,4571702002,4689585080,7397503794,2490757290,4303300518,917335767,
262.5,2296869860,4411992633,4637911202,7277828897,2582700442,4241460607,892712302,
263.5,2230717252,4252072693,4578377360,7132641739,2681579067,4175077622,863910864,
264.5,2168412944,4092878337,4511067810,6963927642,2787003623,4104658071,831444182,
265.5,2109864122,3935256134,4436174238,6774034219,2898488399,4030763422,795955875,
266.5,2054970678,3779959110,4353992194,6565592393,3015440312,3953990937,758218487,
267.5,2003626891,3627645322,4264915036,6341431984,3137149667,3874953780,719130211,
268.5,1955722923,3478878647,4169425570,6104496067,3262783514,3794261344,679709170,
269.5,1911146121,3334131420,4068085670,5857758014,3391382221,3712500689,641082223,
270.5,1869782142,3193788592,3961524227,5604144636,3521859848,3630219889,604462435,
271.5,1831515892,3058153047,3850423849,5346468166,3653008840,3547913959,571106053,
272.5,1796232297,2927451765,3735506766,5087369028,3783509439,3466013859,542238050,
273.5,1763816910,2801842527,3617520400,4829270566,3911944033,3384878887,518939322,
274.5,1734156367,2681420928,3497223065,4574346083,4036816475,3304792583,502003232,
275.5,1707138703,2566227442,3375370229,4324497915,4156576163,3225962090,491793686,
276.5,1682653537,2456254396,3252701701,4081347664,4269646414,3148520742,488156833,
277.5,1660592135,2351452684,3129930081,3846236313,4374456410,3072533525,490430914,
278.5,1640847369,2251738126,3007730703,3620232688,4469475762,2998004930,497557995,
279.5,1623313579,2156997383,2886733243,3404148580,4553250492,2924888655,508254998,
280.5,1607886342,2067093390,2767515091,3198558844,4624439133,2853098560,521184821,
281.5,1594462170,1981870276,2650596492,3003824873,4681847481,2782520259,535086251,
282.5,1582938140,1901157762,2536437423,2820119994,4724460585,2713022781,548851089,
283.5,1573211460,1824775038,2425436091,2647455551,4751470571,2644469742,561557248,
284.5,1565178998,1752534160,2317928913,2485706638,4762299087,2576729559,572473130,
285.5,1558736765,1684242965,2214191797,2334636697,4756613354,2509684316,581046567,
286.5,1553779378,1619707560,2114442520,2193920398,4734335110,2443236993,586887158,
287.5,1550199497,1558734418,2018844000,2063164417,4695642054,2377316877,589746836,
288.5,1547887271,1501132108,1927508257,1941925889,4640961764,2311883058,589500915,
289.5,1546729785,1446712710,1840500850,1829728469,4570958394,2246926042,586130438,
290.5,1546610528,1395292949,1757845625,1726076027,4486512817,2182467589,579705943,
291.5,1547408900,1346695083,1679529598,1630464078,4388697113,2118558954,570372548,
292.5,1548999776,1300747576,1605507832,1542389132,4278744576,2055277778,558336172,
293.5,1551253130,1257285597,1535708199,1461356142,4158016530,1992723920,543850768,
294.5,1554033753,1216151361,1470035926,1386884289,4027967314,1931014528,527206498,
295.5,1557201073,1177194343,1408377856,1318511308,3890108806,1870278677,508718824,
296.5,1560609100,1140271391,1350606377,1255796585,3745975772,1810651845,488718540,
297.5,1564106510,1105246746,1296582984,1198323209,3597093169,1752270524,467542769,
298.5,1567536893,1071992004,1246161463,1145699190,3444946382,1695267186,445526947,
299.5,1570739175,1040386012,1199190686,1097557979,3290955131,1639765797,422997799,
300.5,1573548232,1010314730,1155517042,1053558458,3136451558,1585878004,400267292,
301.5,1575795710,981671060,1114986501,1013384511,2982662796,1533700116,377627487,
302.5,1577311051,954354649,1077446355,976744285,2830698078,1483310884,355346220,
303.5,1577922742,928271677,1042746638,943369235,2681540272,1434770113,333663483,
304.5,1577459772,903334633,1010741280,913013015,2536041569,1388118054,312788401,
305.5,1575753296,879462088,981289005,885450268,2394922908,1343375513,292896671,
306.5,1572638493,856578459,954254010,860475389,2258776659,1300544602,274128417,
307.5,1567956593,834613776,929506458,837901254,2128072029,1259610022,256586469,
308.5,1561557033,813503445,906922803,817557979,2003162612,1220540774,240335160,
309.5,1553299723,793188020,886385980,799291706,1884295558,1183292197,225399892,
310.5,1543057362,773612970,867785476,782963438,1771621824,1147808214,211767778,
311.5,1530717750,754728452,851017312,768447931,1665207050,1114023699,199389702,
312.5,1516186046,736489089,835983945,755632644,1565042648,1081866875,188184082,
313.5,1499386904,718853744,822594109,744416759,1471056759,1051261655,178042386,
314.5,1480266415,701785306,810762610,734710253,1383124792,1022129875,168836196,
315.5,1458793803,685250471,800410089,726433043,1301079360,994393353,160425316,
316.5,1434962796,669219524,791462757,719514174,1224719426,967975735,152666219,
317.5,1408792628,653666136,783852115,713891075,1153818592,942804109,145420097,
318.5,1380328603,638567144,777514666,709508848,1088132465,918810345,138559900,
319.5,1349642199,623902348,772391616,706319607,1027405092,895932172,131976008,
320.5,1316830668,609654308,768428586,704281847,971374480,874113978,125580441,
